feature,importance
channel_width_um,0.4362105884777916
voltage_v,0.2303678220646642
turns,0.14702935822263455
inner_radius_um,0.05202681004311199
velocity_um_s,0.04510155167941652
pitch_um,0.04028821650473073
outlet_split_ratio,0.024680417031306516
log_frequency_hz,0.024295235976343865
