case_id,split,seed,turns,voltage_v,velocity_um_s,correct_fraction,live_recovery,dead_removal,live_purity,dead_outlet_purity,wall_loss,live_lost,dead_lost
turns_4.5_voltage_9_velocity_800um_s,design,11,4.5,9.0,800.0,0.3277777777777778,0.13333333333333333,0.5222222222222223,0.25806451612903225,0.5662650602409639,0.28055555555555556,84,17
turns_4.5_voltage_9_velocity_800um_s,design,13,4.5,9.0,800.0,0.3388888888888889,0.08333333333333333,0.5944444444444444,0.21428571428571427,0.5815217391304348,0.29444444444444445,88,18
turns_4.5_voltage_9_velocity_800um_s,validation,101,4.5,9.0,800.0,0.31666666666666665,0.1111111111111111,0.5222222222222223,0.24096385542168675,0.5838509316770186,0.32222222222222224,93,23
turns_4.5_voltage_9_velocity_800um_s,validation,103,4.5,9.0,800.0,0.3277777777777778,0.10555555555555556,0.55,0.2602739726027397,0.6,0.3388888888888889,95,27
turns_4.5_voltage_9_velocity_800um_s,validation,107,4.5,9.0,800.0,0.3388888888888889,0.12222222222222222,0.5555555555555556,0.27848101265822783,0.5617977528089888,0.2861111111111111,80,23
turns_4.5_voltage_9_velocity_1200um_s,design,7,4.5,9.0,1200.0,0.37777777777777777,0.18333333333333332,0.5722222222222222,0.3473684210526316,0.5722222222222222,0.2361111111111111,70,15
turns_4.5_voltage_9_velocity_1200um_s,design,11,4.5,9.0,1200.0,0.3861111111111111,0.16666666666666666,0.6055555555555555,0.36585365853658536,0.5736842105263158,0.24444444444444444,69,19
turns_4.5_voltage_9_velocity_1200um_s,design,13,4.5,9.0,1200.0,0.33055555555555555,0.1,0.5611111111111111,0.2222222222222222,0.5459459459459459,0.2611111111111111,78,16
turns_4.5_voltage_9_velocity_1200um_s,validation,101,4.5,9.0,1200.0,0.38333333333333336,0.16111111111111112,0.6055555555555555,0.35802469135802467,0.5677083333333334,0.24166666666666667,68,19
turns_4.5_voltage_9_velocity_1200um_s,validation,103,4.5,9.0,1200.0,0.38055555555555554,0.15555555555555556,0.6055555555555555,0.32941176470588235,0.5647668393782384,0.22777777777777777,68,14
turns_4.5_voltage_9_velocity_1200um_s,validation,107,4.5,9.0,1200.0,0.3861111111111111,0.20555555555555555,0.5666666666666667,0.37,0.5396825396825397,0.19722222222222222,56,15
turns_4.5_voltage_9_velocity_1800um_s,design,7,4.5,9.0,1800.0,0.35833333333333334,0.23333333333333334,0.48333333333333334,0.3888888888888889,0.5117647058823529,0.22777777777777777,55,27
turns_4.5_voltage_9_velocity_1800um_s,design,11,4.5,9.0,1800.0,0.4111111111111111,0.21666666666666667,0.6055555555555555,0.41935483870967744,0.5706806282722513,0.2111111111111111,59,17
turns_4.5_voltage_9_velocity_1800um_s,design,13,4.5,9.0,1800.0,0.36666666666666664,0.16666666666666666,0.5666666666666667,0.32967032967032966,0.5284974093264249,0.2111111111111111,59,17
turns_4.5_voltage_9_velocity_1800um_s,validation,101,4.5,9.0,1800.0,0.3888888888888889,0.18333333333333332,0.5944444444444444,0.38372093023255816,0.5631578947368421,0.23333333333333334,64,20
turns_4.5_voltage_9_velocity_1800um_s,validation,103,4.5,9.0,1800.0,0.39444444444444443,0.15,0.6388888888888888,0.3698630136986301,0.5180180180180181,0.18055555555555555,46,19
turns_4.5_voltage_9_velocity_1800um_s,validation,107,4.5,9.0,1800.0,0.36944444444444446,0.22777777777777777,0.5111111111111111,0.36936936936936937,0.575,0.24722222222222223,71,18
turns_4.5_voltage_9_velocity_2600um_s,design,7,4.5,9.0,2600.0,0.375,0.18333333333333332,0.5666666666666667,0.3626373626373626,0.5284974093264249,0.2111111111111111,56,20
turns_4.5_voltage_9_velocity_2600um_s,design,11,4.5,9.0,2600.0,0.41944444444444445,0.23333333333333334,0.6055555555555555,0.44680851063829785,0.529126213592233,0.16666666666666666,41,19
turns_4.5_voltage_9_velocity_2600um_s,design,13,4.5,9.0,2600.0,0.3638888888888889,0.17777777777777778,0.55,0.35555555555555557,0.5409836065573771,0.24166666666666667,64,23
turns_4.5_voltage_9_velocity_2600um_s,validation,101,4.5,9.0,2600.0,0.4444444444444444,0.25,0.6388888888888888,0.4891304347826087,0.558252427184466,0.17222222222222222,44,18
turns_4.5_voltage_9_velocity_2600um_s,validation,103,4.5,9.0,2600.0,0.4027777777777778,0.25555555555555554,0.55,0.42201834862385323,0.5409836065573771,0.18888888888888888,50,18
