class,particle_id,frequency_hz,radius_um,re_cm,initial_lateral_um,final_lateral_um,outlet,wall_state
live,0,1388555.0612704507,12.311718520476127,0.9797657615413083,-45.28428733934665,-12.046947294307495,outer,
live,1,1388555.0612704507,11.550510914998943,0.977634138981856,-44.386721862944135,-15.516725004597422,outer,
live,2,1388555.0612704507,11.119107701809689,0.9714024707245739,-50.29242375510886,-19.72519425102572,outer,
live,3,1388555.0612704507,10.561930271893168,0.9715530359478343,-49.79162287498828,-21.441986598639733,outer,
live,4,1388555.0612704507,13.814530039858608,0.9782130225828204,-41.20470780669973,-5.8489537622065155,outer,
live,5,1388555.0612704507,11.523037556507587,0.9810189218503532,-38.0449652262976,-11.263543854020062,outer,
live,6,1388555.0612704507,12.705601266443514,0.9796334187188339,-52.59944214156202,-15.036550733036442,outer,
live,7,1388555.0612704507,11.23472668120558,0.9615672884089842,-38.758900985846246,-12.633991264180427,outer,
live,8,1388555.0612704507,11.748383876900649,0.9783012037601312,-62.308629495431845,-21.39659456220231,outer,
live,9,1388555.0612704507,11.665042501923201,0.9685383468364449,-43.31983216769336,-13.576207087972742,outer,
live,10,1388555.0612704507,9.928164366634928,0.9821029312590432,-59.4902294649923,-28.913065141897402,inner,
live,11,1388555.0612704507,10.772658520895462,0.9694092298612069,-60.418084190597476,-25.167682518966316,outer,
live,12,1388555.0612704507,11.865955956556125,0.9806466843217739,-34.462154326830586,-5.942735010637403,outer,
live,13,1388555.0612704507,10.9440699026288,0.9764313342392976,-56.116235002612235,-22.54993969878754,outer,
live,14,1388555.0612704507,12.198052346344696,0.9793566172484801,-43.31915001722116,-11.909269242890883,outer,
live,15,1388555.0612704507,11.942582739874789,0.97813629636072,-45.40664127238057,-13.16763553749941,outer,
live,16,1388555.0612704507,11.587170968208957,0.97190342228784,-64.15273673782256,-24.83451828927365,outer,
live,17,1388555.0612704507,11.991232734261706,0.9577902373910102,-61.93918504675214,-22.11940175120103,outer,
live,18,1388555.0612704507,12.635156341587706,0.975637007671637,-34.37563593780088,-5.766160924119497,outer,
live,19,1388555.0612704507,11.241870419393702,0.9794010718897788,-56.546004573328204,-22.29796410299552,outer,
live,20,1388555.0612704507,12.35387949344351,0.9768254806126401,-44.93195828827006,-13.669086530991464,outer,
live,21,1388555.0612704507,10.426154874847336,0.9766152021642667,-49.45909912306558,-19.60389499304246,outer,
live,22,1388555.0612704507,11.634429612704976,0.9769672858255563,-38.152891660682215,-10.91080747969483,outer,
live,23,1388555.0612704507,9.780364997164611,0.9743157638482288,-46.49330088249529,-22.907601939846337,outer,
live,24,1388555.0612704507,12.635823039381993,0.9741696843475847,-42.398407021491295,-10.151886834281626,outer,
live,25,1388555.0612704507,11.302471687929977,0.9781679281949037,-33.91391220374525,-9.235396872435611,outer,
live,26,1388555.0612704507,12.788187049674589,0.9789633548446992,-39.824959053809174,-8.209891543271517,outer,
live,27,1388555.0612704507,9.551742765352127,0.9700431753303914,-34.41389454059837,-13.869297524713348,outer,
live,28,1388555.0612704507,11.646470766757915,0.9682145801296871,-44.172256113410846,-15.855139929574506,outer,
live,29,1388555.0612704507,12.308911941228912,0.9754980638293274,-44.835461764617534,-13.473504462927805,outer,
live,30,1388555.0612704507,12.054694347589791,0.9746211450450762,-39.83308854500608,-10.866886322527023,outer,
live,31,1388555.0612704507,12.436142052891158,0.9761130655039116,-55.06878291166457,-18.334627596017743,outer,
live,32,1388555.0612704507,11.684679691977884,0.9712467709664201,-54.518819118400536,-18.62303350826889,outer,
live,33,1388555.0612704507,13.600184432594212,0.9755613179458339,-50.45657053461781,-12.365943598848766,outer,
live,34,1388555.0612704507,12.118633673407547,0.9829595076535965,-50.155775934208826,-14.377109555876196,outer,
live,35,1388555.0612704507,9.701157451909683,0.9692701435136089,-44.871399808367805,-20.317845149890946,outer,
live,36,1388555.0612704507,13.85193108179829,0.9729538432834349,-59.996455243836245,-14.597844480225403,outer,
live,37,1388555.0612704507,10.549381719143186,0.9801543977115917,-59.63117854435846,-26.767813537610703,inner,
live,38,1388555.0612704507,10.124373284402642,0.9706575293430252,-39.491842173095904,-16.592689727601766,outer,
live,39,1388555.0612704507,10.761415602819303,0.9798212541633441,-47.66082838438101,-18.28343727733761,outer,
live,40,1388555.0612704507,13.134590477861494,0.9668029138663069,-62.95742884266749,-20.083179385259943,outer,
live,41,1388555.0612704507,11.407359226222994,0.9678520826689794,-62.64695675602175,-23.923690503753782,outer,
live,42,1388555.0612704507,10.667100503764097,0.9642610905143134,-41.64479743364163,-14.308240479323057,outer,
live,43,1388555.0612704507,11.714219446570763,0.9800236857590816,-55.16907358553491,-20.68104341759206,outer,
live,44,1388555.0612704507,11.189033231078954,0.9721451087852602,-62.63857605235388,-25.71849572358459,outer,
live,45,1388555.0612704507,11.987526750045278,0.9747982773930528,-42.71852891276192,-11.985402711245676,outer,
live,46,1388555.0612704507,13.163117925283727,0.9768680619564489,-58.285464021936654,-16.352997633517386,outer,
live,47,1388555.0612704507,10.348840422519785,0.9775413352222965,-42.99725914397329,-18.26709838553023,outer,
live,48,1388555.0612704507,11.50842825648693,0.9731669781236131,-37.86060814649133,-11.273009378022758,outer,
live,49,1388555.0612704507,12.257113272244995,0.9732431525989608,-63.39490557468557,-21.14420009838849,outer,
live,50,1388555.0612704507,12.101929077006462,0.9717813182344488,-48.68241768766139,-15.101289270384727,outer,
live,51,1388555.0612704507,11.84785965648587,0.9712892025339426,-42.817167144804394,-13.223530710240889,outer,
live,52,1388555.0612704507,11.121912450072978,0.9743722035571962,-45.51310504583356,-17.202317565557717,outer,
live,53,1388555.0612704507,11.877913665303767,0.9754280768751139,-47.931895662339286,-15.798081389747473,outer,
live,54,1388555.0612704507,9.028626054730157,0.973180584062427,-62.22931971493033,-33.11990457210071,inner,
live,55,1388555.0612704507,11.190101251288082,0.9801214587429194,-60.867114339189875,-26.808868317179815,inner,
live,56,1388555.0612704507,10.087305259853323,0.9787604316673091,-45.33961283757109,-19.544739828826916,outer,
live,57,1388555.0612704507,12.363613373725041,0.9728844874475122,-44.41591496045209,-12.39627334559966,outer,
live,58,1388555.0612704507,10.730939522241934,0.97685115398647,-53.91701941326368,-23.336105869568694,outer,
live,59,1388555.0612704507,12.67991929796123,0.9754990768755489,-55.74834071498985,-17.443239162497402,outer,
live,60,1388555.0612704507,11.018378393374753,0.9785636200056484,-50.76329183361223,-20.797965314257866,outer,
live,61,1388555.0612704507,10.821977394251306,0.9668837426907695,-56.97930214277383,-24.606964750119744,outer,
live,62,1388555.0612704507,11.96121283140807,0.9729399745555849,-43.72090895984211,-14.364583198357154,outer,
live,63,1388555.0612704507,9.161058518931037,0.9611375239901239,-56.82961950675145,-31.32850107253551,inner,
live,64,1388555.0612704507,9.461454743585001,0.9701963611563286,-57.543003943578036,-27.656945628504953,inner,
live,65,1388555.0612704507,12.725377742790172,0.9849158578586622,-54.30682130119483,-16.42887581848083,outer,
live,66,1388555.0612704507,10.50770095617789,0.9786260648114142,-36.25363141851234,-12.860997486432305,outer,
live,67,1388555.0612704507,10.42019510132304,0.9769001731845798,-41.15230787570756,-15.881570306968852,outer,
live,68,1388555.0612704507,10.24996164995031,0.9796135164249984,-42.913507777799005,-18.356575074503223,outer,
live,69,1388555.0612704507,10.926335710029083,0.977375666019491,-50.6830943551318,-19.71631559783977,outer,
live,70,1388555.0612704507,12.239454251703432,0.9813353277192323,-63.21521440976345,-20.910006405322743,outer,
live,71,1388555.0612704507,13.809850374859117,0.985978223449643,-37.4922771357404,-5.2791964815033205,outer,
live,72,1388555.0612704507,13.143620562576999,0.9780787086994938,-65.38586903909632,-19.698049085712917,outer,
live,73,1388555.0612704507,12.413262821441668,0.9646265252302356,-48.164816885012506,-15.784950628776807,outer,
live,74,1388555.0612704507,12.698105124010207,0.9781147133726289,-51.307619011035726,-14.885287058230064,outer,
live,75,1388555.0612704507,12.37603248476981,0.9783325184602416,-55.75842869427703,-19.116182698171848,outer,
live,76,1388555.0612704507,10.818556254428875,0.9709772999330133,-46.23829584878053,-17.463310521772538,outer,
live,77,1388555.0612704507,12.014355025615362,0.9820848842004662,-37.84578708326628,-9.798379570246116,outer,
live,78,1388555.0612704507,11.93820894571673,0.980632458670332,-52.85883274810772,-18.276842833203276,outer,
live,79,1388555.0612704507,10.6222932207257,0.969573939714487,-62.668344729942014,-28.001636293509268,inner,
live,80,1388555.0612704507,11.29928521308306,0.9803140194185956,-36.279009442597456,-10.432283580776902,outer,
live,81,1388555.0612704507,11.128693617331729,0.979543146473669,-44.935122067223304,-16.199118424230484,outer,
live,82,1388555.0612704507,8.982303737516423,0.9650994075495872,-42.06509338392933,-21.850370122943954,outer,
live,83,1388555.0612704507,12.3285440183632,0.9789146524136746,-52.53252497547618,-17.528633179350273,outer,
live,84,1388555.0612704507,10.072915645440753,0.9740275428384582,-63.329780989398294,-30.3930562652254,inner,
live,85,1388555.0612704507,12.997098954794383,0.9808371165106543,-56.02734820025437,-15.018108144539575,outer,
live,86,1388555.0612704507,11.383487357369512,0.9767384734071497,-43.6253902763567,-15.97951690055729,outer,
live,87,1388555.0612704507,12.6636152334829,0.9825342289197604,-36.777483117118315,-7.04063475228255,outer,
live,88,1388555.0612704507,12.639823814418834,0.9709781117274007,-57.73107347356505,-18.156260973194097,outer,
live,89,1388555.0612704507,11.714696136373925,0.969032733242755,-55.024776424858516,-21.39127862059547,outer,
live,90,1388555.0612704507,12.185092226640563,0.976787544191562,-47.638998844066066,-15.16654855338169,outer,
live,91,1388555.0612704507,10.087186761374873,0.9773176670507374,-58.94152074228822,-27.52938650441647,inner,
live,92,1388555.0612704507,11.778753610732576,0.9748148805639779,-37.221363649703704,-8.72611294638617,outer,
live,93,1388555.0612704507,11.863288969601262,0.9701572677117757,-48.024404378050306,-14.57902899460475,outer,
live,94,1388555.0612704507,10.186321895700784,0.9741836362241775,-41.80706775632518,-15.526563698257231,outer,
live,95,1388555.0612704507,10.449824006901759,0.979728574180134,-46.195008714179224,-18.103213794924557,outer,
live,96,1388555.0612704507,10.42541985803077,0.9710888531368727,-37.898907307505475,-13.390982742327054,outer,
live,97,1388555.0612704507,11.017117052205865,0.9770217529860421,-51.756288082067265,-20.719797231079458,outer,
live,98,1388555.0612704507,11.447631556392322,0.9727159980299699,-54.27896302448714,-19.473903053914672,outer,
live,99,1388555.0612704507,12.103626195164022,0.9772093012750164,-59.15227515274608,-20.825673774930177,outer,
live,100,1388555.0612704507,11.73549436846731,0.9800919031718942,-43.42778447314981,-13.795980940251084,outer,
live,101,1388555.0612704507,11.959557087462835,0.9657217708893576,-46.35428601589302,-15.960183266592182,outer,
live,102,1388555.0612704507,10.64674723155422,0.9827613293721136,-65.1759555170676,-28.060130062609254,inner,
live,103,1388555.0612704507,10.51397650037513,0.9746763222333522,-38.459081882273495,-14.712877213719716,outer,
live,104,1388555.0612704507,11.613094777495546,0.9820425736976623,-65.20799411360684,-25.59981381300373,outer,
live,105,1388555.0612704507,10.804495346766167,0.9667800837526361,-63.76511909059211,-27.826877598661607,inner,
live,106,1388555.0612704507,10.636975917336208,0.9745374629356011,-34.06730746141408,-10.98808088087256,outer,
live,107,1388555.0612704507,9.805353207124313,0.9774859981614278,-45.18286233123125,-19.85437443292519,outer,
live,108,1388555.0612704507,11.493980654473908,0.9805482020999331,-59.53713061018007,-23.75836856675808,outer,
live,109,1388555.0612704507,9.560606720351819,0.9759406898993374,-42.80932965273554,-20.370174395847272,outer,
live,110,1388555.0612704507,9.267425930465066,0.9690538245180064,-57.155552166806075,-30.132324713409172,inner,
live,111,1388555.0612704507,13.735638702752292,0.9845655866582461,-43.19575035330006,-7.586256693906534,outer,
live,112,1388555.0612704507,14.504436057274788,0.9816688570885614,-63.31201022491327,-12.33510512783581,outer,
live,113,1388555.0612704507,9.773420086935428,0.9702009202610389,-38.99915314527054,-15.989384169890014,outer,
live,114,1388555.0612704507,11.63752026343737,0.9485364940506069,-40.880162471404205,-12.339299744964176,outer,
live,115,1388555.0612704507,12.264473626631814,0.977354513573287,-34.44597818612779,-5.131299918539867,outer,
live,116,1388555.0612704507,11.429448211061151,0.9791552526362934,-65.65276670127072,-25.266910949436852,outer,
live,117,1388555.0612704507,10.613315880381943,0.9616093004504752,-59.6878303794583,-27.404746217387252,inner,
live,118,1388555.0612704507,12.423211874850306,0.979165917613964,-47.487763182558346,-14.501695468702167,outer,
live,119,1388555.0612704507,11.37783005885184,0.9810712174793693,-37.569186238747484,-11.128622122619381,outer,
dead,120,1388555.0612704507,10.121901371517303,-0.00246509230401771,-50.3857235352709,-43.26973385472951,inner,
dead,121,1388555.0612704507,9.624031396251516,0.0039408157650050275,-39.36530681562756,-31.93466427730492,inner,
dead,122,1388555.0612704507,11.325957412515708,0.03167053257771818,-58.43280401621328,-48.28716916803462,inner,
dead,123,1388555.0612704507,9.149639851399199,-0.0083821213488195,-46.940046178429256,-38.7135174693237,inner,
dead,124,1388555.0612704507,11.728236454507906,-0.007615239377722967,-47.90495495712774,-40.634220132381834,inner,
dead,125,1388555.0612704507,12.348590480883034,0.02422029413003331,-47.335466692988135,-40.03518642645745,inner,
dead,126,1388555.0612704507,11.968628774730677,-0.0002864126289960754,-41.11823755635873,-31.629316537373832,inner,
dead,127,1388555.0612704507,11.425676497014736,-0.00843387045133618,-55.96365071617149,-47.23709881825192,inner,
dead,128,1388555.0612704507,12.200318396784363,-0.015408827373642638,-36.87423397549931,-30.566198358927434,inner,
dead,129,1388555.0612704507,10.791857045700654,-0.00022913770660517872,-63.53043866798706,-56.4677766434817,inner,
dead,130,1388555.0612704507,12.495936676052155,0.014862714124248501,-65.72283414745785,-58.19203252162461,inner,
dead,131,1388555.0612704507,10.388028934782454,-0.006877590391527023,-37.81770800806936,-27.19764826929984,inner,
dead,132,1388555.0612704507,11.166905387499902,0.0048045543357159975,-41.4453091615374,-34.18588161710097,inner,
dead,133,1388555.0612704507,10.924438607471458,-0.00619307692210959,-39.116085669452,-32.19754758339411,inner,
dead,134,1388555.0612704507,11.154178888800086,-0.009082276715900376,-63.41902022718979,-55.90783004423205,inner,
dead,135,1388555.0612704507,11.94716518426171,0.0033935793672489356,-51.97322744007154,-42.78488081929465,inner,
dead,136,1388555.0612704507,10.316991040496227,0.019376487406210226,-38.324833608965584,-30.2560437747189,inner,
dead,137,1388555.0612704507,11.485129562307206,-0.006738275975813393,-51.74488701784502,-44.73065934492444,inner,
dead,138,1388555.0612704507,10.51736246035771,0.0010019965978374137,-61.56422058435226,-52.01567654723758,inner,
dead,139,1388555.0612704507,13.22261409504093,0.011953862816063985,-58.33533553756273,-49.23184319605042,inner,
dead,140,1388555.0612704507,11.642493706201975,0.019218604381172573,-55.250375354573976,-46.13424988032865,inner,
dead,141,1388555.0612704507,12.462540373156502,-0.007119044775143647,-64.2714078046441,-56.07875074943236,inner,
dead,142,1388555.0612704507,11.64945526156,0.01203654864377574,-61.73279312343029,-51.51040099379262,inner,
dead,143,1388555.0612704507,11.151289479818022,0.015778971388297248,-50.50644392616878,-44.123027629618356,inner,
dead,144,1388555.0612704507,12.026626354585439,0.02959903859177892,-66.10982797814928,-53.63230928891443,inner,
dead,145,1388555.0612704507,11.489424046411948,-0.008377570791196156,-35.93283030641508,-27.46686665072793,inner,
dead,146,1388555.0612704507,9.859750718145136,-0.008885427687348513,-38.82152696242709,-34.36522300707682,inner,
dead,147,1388555.0612704507,11.10551527193597,0.02052051792602808,-60.09091861641344,-50.741000430095546,inner,
dead,148,1388555.0612704507,11.202522281451575,0.04047465738311753,-41.57320769786303,-32.79600552277754,inner,
dead,149,1388555.0612704507,10.01157872712515,0.03825570216574965,-65.98095593136296,-55.622913677532615,inner,
dead,150,1388555.0612704507,10.021442225714791,0.003893720244034099,-42.55782090597266,-36.104167624049275,inner,
dead,151,1388555.0612704507,11.964489027883142,0.021367007113061505,-47.587590066884026,-38.50639496391079,inner,
dead,152,1388555.0612704507,7.853453422302484,0.031462200397698946,-44.22533978263081,-36.86089597417605,inner,
dead,153,1388555.0612704507,8.697607558201145,0.014099296513827556,-50.51304809227689,-41.38462165139401,inner,
dead,154,1388555.0612704507,11.9368482230458,0.0061567623237533614,-63.024624556818424,-55.719570025332956,inner,
dead,155,1388555.0612704507,11.03141008413355,0.015513742195810327,-42.07224330899654,-32.43442211558741,inner,
dead,156,1388555.0612704507,11.801506518901538,-0.003043599064877039,-33.723364266907026,-23.3284268462643,outer,
dead,157,1388555.0612704507,9.839991165155244,0.013781637377265794,-57.735636022956044,-49.94941172402987,inner,
dead,158,1388555.0612704507,10.407488376077426,-0.013130890859122652,-54.828178662442184,-46.173602411920584,inner,
