family,sample_id,note,frequency_hz,voltage_v,velocity_um_s,turns,inner_radius_um,pitch_um,channel_width_um,outlet_split_ratio,inlet_offset_ratio,inlet_spread_ratio,dep_start_fraction,dep_end_fraction,dep_sign,dean_scale,target_correct,wall_loss,distribution_gap_um,live_recovery,dead_removal,live_outlet_purity,dead_outlet_purity,length_mm,footprint_mm2,residence_s,flow_uL_min,pressure_drop_kPa,reynolds,electric_field_kV_m,active_joule_power_mW,adiabatic_delta_c_proxy,steady_substrate_delta_c_proxy,min_bend_radius_um,thermal_risk,v7_score
stepwise_late_dep_spiral,117,Stepwise/multi-stage-inspired late DEP activation.,1388555.0612704507,23.16170303711462,1977.7110417132587,7.39215949488652,755.648949509064,203.37687290131208,173.79107511629329,0.3555152519014947,-0.5903872269563484,0.34238795366509744,0.5031843486478802,1.0,-1.0,0.85,0.9,0.0,36.17675698121111,1.0,0.8,0.8333333333333334,1.0,70.02838103723835,17.289531200127225,35.40880318723099,1.0311255846261347,0.8119475409507348,0.15312380194161576,133.27325940998892,10.739470356262492,149.95160239503505,3.1057725718391556,668.7534119509173,moderate,0.8318867952191537
v6_balanced_spiral,12,Current V6 selected candidate.,1388555.0612704507,24.0,2195.998158482826,7.893631549594589,1465.7045949040692,239.41558386451422,200.25917440240636,0.3555152519014947,-0.6487267139161584,0.2768477455649394,0.432337459257838,0.9835312692057517,-1.0,0.4240246081708122,0.9928571428571429,0.0,47.020175300391635,0.9857142857142858,1.0,1.0,0.9859154929577465,119.57634475635709,37.516306541514446,54.451933074010476,1.3193063346209262,1.4956966189626317,0.17519816123397974,119.84469661187023,18.95743900659125,206.8777718101794,2.5265598821159947,1365.5750077028658,moderate,0.828773142463405
v6_balanced_spiral,14,Current V6 selected candidate.,1388555.0612704507,21.54175872400081,2540.4657883058326,8.671095993288077,1668.2755437002857,213.9998540911021,181.99013887979774,0.3555152519014947,-0.611114497205761,0.1911260352678841,0.5335794733678044,0.9796599554132922,-1.0,0.4240246081708122,1.0,0.0,38.146062498167765,1.0,1.0,1.0,1.0,141.45275029892983,41.052402420045915,55.679848534099264,1.3870191648994596,2.08595914180465,0.19869495517957755,118.36772506794381,16.0893713523198,167.00767266827964,1.9596138598289863,1577.2804742603867,moderate,0.823669991490642
v6_balanced_spiral,11,Current V6 selected candidate.,1388555.0612704507,23.922706546167653,2865.2581585772227,8.920003136633065,1625.6828555339275,249.9413248626222,174.65040900900024,0.3555152519014947,-0.5828189051065604,0.15312272788414683,0.4780391252202397,0.8271275583241673,-1.0,0.4240246081708122,1.0,0.0,35.153377349021625,1.0,1.0,1.0,1.0,153.60692924719487,48.830376595432526,53.61015334250725,1.5012555279356607,2.577465235431631,0.22208606518226412,136.97480974656548,17.571032618822603,168.50875725026717,1.7991907746689537,1538.3576510294274,moderate,0.8086937102637537
v6_balanced_spiral,0,Current V6 selected candidate.,1388555.0612704507,22.451426093041206,2459.6769046370628,8.303347096875203,1647.864415385572,248.4755694119932,194.45206756067563,0.3555152519014947,-0.624924223339343,0.3086177086375571,0.542395415472512,0.9211764627205511,-1.0,0.4240246081708122,0.9714285714285714,0.0,32.21782129900647,0.9857142857142858,0.9571428571428572,0.9583333333333334,0.9852941176470589,139.80709410346608,45.56225253899763,56.83961736596267,1.434867778913759,1.9697050559281213,0.19507071329664477,115.45995048900984,13.727540969823522,137.74018931360177,1.5064598658806263,1550.6383816052341,moderate,0.8044518873968673
stepwise_late_dep_spiral,112,Stepwise/multi-stage-inspired late DEP activation.,1388555.0612704507,24.0,2401.5346023521415,6.723313854300986,805.8115026477119,300.3308630416631,181.14111187355772,0.3555152519014947,-0.5247911353874077,0.37286752877275015,0.5597754874576544,0.9216906031745168,-1.0,0.85,0.8071428571428572,0.0,25.968607819720177,0.9714285714285714,0.6428571428571429,0.7311827956989247,0.9574468085106383,76.72029367437246,26.705823081990236,31.946361963400438,1.3050499442186678,1.070548741335536,0.18763931462176492,132.49339010766792,8.829221923870799,97.40362295528328,1.653051826330905,715.240946710933,low,0.8042233141977565
short_serpentine,105,Shorter packed straight/serpentine control.,1388555.0612704507,24.0,2108.5574276122993,5.508681760601346,768.3045965844276,261.46724818137136,157.08415629288032,0.3555152519014947,-0.8262985769131336,0.3008401166482136,0.45869723946445967,0.9282384545588225,-1.0,0.0,0.8928571428571429,0.02857142857142857,39.085688697903706,0.8285714285714286,0.9571428571428572,1.0,0.8589743589743589,51.54114630439914,6.902435143048127,24.44379537851317,0.9936628935346923,0.6524966344128253,0.15946526645475811,152.7843454514437,8.873968697880171,128.5756209877053,6.428143484127988,689.7625184379874,moderate,0.8
stepwise_late_dep_spiral,109,Stepwise/multi-stage-inspired late DEP activation.,1388555.0612704507,21.466192037822985,2129.142621093843,6.111632913035468,752.124995944412,246.07880609242684,164.00641611601412,0.3555152519014947,-0.625913111016627,0.4787730188228358,0.5840274258152951,0.9476668381093745,-1.0,0.85,0.8,0.0,22.236241246318674,0.9571428571428572,0.6428571428571429,0.7282608695652174,0.9375,57.77960194705139,17.173762857506794,27.137497213487382,1.0475791520563735,0.7308772895748906,0.16267992233684703,130.88629424496617,5.903297562046777,81.13115117137663,1.7186965987091165,670.1217878864051,low,0.8
long_low_voltage_spiral,141,Longer path intended to reduce field intensity need.,1388555.0612704507,19.112887594099455,2771.4680465092893,8.194421370143566,720.0218737358392,203.3690134308302,178.4466595789604,0.3555152519014947,-0.7022508386701031,0.24119409569969713,0.4394467851536051,0.9504805053734154,-1.0,0.55,0.8,0.0,24.82157796780066,0.6,1.0,1.0,0.7142857142857143,79.9925820575229,19.255674878441525,28.862891693185823,1.4836776450882283,1.2922589038682748,0.215838366073326,107.10700687362682,8.368419867908635,81.20517732785989,2.172974959521632,630.7985439463591,low,0.8
stepwise_late_dep_spiral,124,Stepwise/multi-stage-inspired late DEP activation.,1388555.0612704507,23.41712523984813,2328.7179270765546,6.486545236253265,883.7394826190967,241.5092158628478,197.72512769918453,0.3555152519014947,-0.47806747206358147,0.31748741695159316,0.498371845386605,0.8755607368014103,-1.0,0.85,0.7928571428571428,0.0,22.327830098340623,0.8142857142857143,0.7714285714285715,0.7808219178082192,0.8059701492537313,67.96092688158511,20.414789908042685,29.183838064450544,1.3813381485197762,0.9036132835963013,0.18531213027187124,118.43272280230626,7.109244976666718,74.0974537195797,1.7411996421932152,784.8769187695045,low,0.7928571428571428
long_low_voltage_spiral,127,Longer path intended to reduce field intensity need.,1388555.0612704507,24.0,1819.4515589305854,9.5,689.1355465742995,250.00327042518327,190.61079193798543,0.3555152519014947,-0.6060399845621278,0.32281455111173435,0.46530247209414727,0.8980712339718868,-1.0,0.55,0.9428571428571428,0.0,47.6258229827834,1.0,0.8857142857142857,0.8974358974358975,1.0,112.04746852744927,31.36020533842189,61.58310067529752,1.0404213076216833,1.172280746527511,0.14370372934978604,125.9110240085898,14.653216006444605,202.76991733427104,2.3362755199328658,593.8301506053068,moderate,0.7928221592909689
stepwise_late_dep_spiral,114,Stepwise/multi-stage-inspired late DEP activation.,1388555.0612704507,24.0,2980.852062411941,5.878611935486047,734.5302367971904,248.1864593532914,172.45677939385112,0.3555152519014947,-0.6097627915781443,0.2544337950579779,0.5701556085757323,0.9425003830811182,-1.0,0.85,0.7857142857142857,0.0,18.663556400103605,0.5714285714285714,1.0,1.0,0.7,54.09746930433479,16.32768131744516,18.148324093803602,1.542204439599247,0.9470063966103184,0.23039349193583158,139.16530323919358,6.727666030998598,62.80616643621827,2.0602025174911045,648.3018471002647,low,0.7857142857142857
stepwise_late_dep_spiral,125,Stepwise/multi-stage-inspired late DEP activation.,1388555.0612704507,18.6067220073635,3033.25581327727,6.73877566323561,716.9762466962011,198.28019091521756,153.31542503038688,0.3555152519014947,-0.6394509461401959,0.3772107110134866,0.5963365386704658,0.9249966167718483,-1.0,0.85,0.7857142857142857,0.0,16.930310749722434,0.6714285714285714,0.9,0.8703703703703703,0.7325581395348837,58.66135192638714,14.250410973485335,19.3394014674307,1.3951347127154894,1.0749441735728587,0.22804456152625185,121.36236131280124,4.353643950275571,44.92794705640623,1.5275503135930841,640.3185341810075,low,0.7857142857142857
