case_id,split,seed,turns,voltage_v,velocity_um_s,particles_total,correct_fraction,live_recovery,dead_removal,live_purity,dead_outlet_purity,wall_loss,live_inner,live_outer,live_lost,dead_inner,dead_outer,dead_lost,mean_live_re_cm,mean_dead_re_cm,mean_live_radius_um,mean_dead_radius_um
turns_4_voltage_12_velocity_2000um_s,validation,107,4.0,12.0,2000.0,300,0.36333333333333334,0.26666666666666666,0.46,0.38095238095238093,0.5476190476190477,0.23,40,57,53,65,69,16,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_12_velocity_3000um_s,design,7,4.0,12.0,3000.0,300,0.36333333333333334,0.24666666666666667,0.48,0.3592233009708738,0.496551724137931,0.17333333333333334,37,73,40,66,72,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_12_velocity_3000um_s,design,11,4.0,12.0,3000.0,300,0.43,0.31333333333333335,0.5466666666666666,0.415929203539823,0.5503355704697986,0.12666666666666668,47,67,36,66,82,2,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_12_velocity_3000um_s,design,13,4.0,12.0,3000.0,300,0.4033333333333333,0.29333333333333333,0.5133333333333333,0.41904761904761906,0.5310344827586206,0.16666666666666666,44,68,38,61,77,12,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_12_velocity_3000um_s,validation,101,4.0,12.0,3000.0,300,0.41333333333333333,0.3,0.5266666666666666,0.4166666666666667,0.5448275862068965,0.15666666666666668,45,66,39,63,79,8,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_12_velocity_3000um_s,validation,103,4.0,12.0,3000.0,300,0.4033333333333333,0.2733333333333333,0.5333333333333333,0.3942307692307692,0.5673758865248227,0.18333333333333332,41,61,48,63,80,7,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_12_velocity_3000um_s,validation,107,4.0,12.0,3000.0,300,0.36333333333333334,0.26,0.4666666666666667,0.3786407766990291,0.5185185185185185,0.20666666666666667,39,65,46,64,70,16,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_13_velocity_800um_s,design,7,4.0,13.0,800.0,300,0.30333333333333334,0.14666666666666667,0.46,0.25,0.8023255813953488,0.42,22,17,111,66,69,15,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_13_velocity_800um_s,design,11,4.0,13.0,800.0,300,0.3333333333333333,0.15333333333333332,0.5133333333333333,0.25274725274725274,0.8191489361702128,0.38333333333333336,23,17,110,68,77,5,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_13_velocity_800um_s,design,13,4.0,13.0,800.0,300,0.31333333333333335,0.11333333333333333,0.5133333333333333,0.21518987341772153,0.8020833333333334,0.4166666666666667,17,19,114,62,77,11,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_13_velocity_800um_s,validation,101,4.0,13.0,800.0,300,0.3466666666666667,0.16,0.5333333333333333,0.27586206896551724,0.8247422680412371,0.38666666666666666,24,17,109,63,80,7,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_13_velocity_800um_s,validation,103,4.0,13.0,800.0,300,0.33666666666666667,0.14,0.5333333333333333,0.25609756097560976,0.8333333333333334,0.4066666666666667,21,16,113,61,80,9,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_13_velocity_800um_s,validation,107,4.0,13.0,800.0,300,0.31333333333333335,0.15333333333333332,0.47333333333333333,0.26436781609195403,0.797752808988764,0.41333333333333333,23,18,109,64,71,15,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_13_velocity_1000um_s,design,7,4.0,13.0,1000.0,300,0.33,0.19333333333333333,0.4666666666666667,0.29896907216494845,0.7142857142857143,0.35,29,28,93,68,70,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_13_velocity_1000um_s,design,11,4.0,13.0,1000.0,300,0.35333333333333333,0.18,0.5266666666666666,0.28421052631578947,0.7596153846153846,0.33666666666666667,27,25,98,68,79,3,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_13_velocity_1000um_s,design,13,4.0,13.0,1000.0,300,0.35333333333333333,0.19333333333333333,0.5133333333333333,0.31868131868131866,0.77,0.36333333333333334,29,23,98,62,77,11,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_13_velocity_1000um_s,validation,101,4.0,13.0,1000.0,300,0.3566666666666667,0.18666666666666668,0.5266666666666666,0.3010752688172043,0.7452830188679245,0.33666666666666667,28,27,95,65,79,6,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_13_velocity_1000um_s,validation,103,4.0,13.0,1000.0,300,0.3333333333333333,0.14,0.5266666666666666,0.25,0.7745098039215687,0.38,21,23,106,63,79,8,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_13_velocity_1000um_s,validation,107,4.0,13.0,1000.0,300,0.33,0.17333333333333334,0.4866666666666667,0.29545454545454547,0.7373737373737373,0.37666666666666665,26,26,98,62,73,15,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_13_velocity_1500um_s,design,7,4.0,13.0,1500.0,300,0.36,0.24666666666666667,0.47333333333333333,0.3523809523809524,0.6173913043478261,0.26666666666666666,37,44,69,68,71,11,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_13_velocity_1500um_s,design,11,4.0,13.0,1500.0,300,0.3933333333333333,0.24,0.5466666666666666,0.35294117647058826,0.6612903225806451,0.24666666666666667,36,42,72,66,82,2,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_13_velocity_1500um_s,design,13,4.0,13.0,1500.0,300,0.37,0.22,0.52,0.3402061855670103,0.6666666666666666,0.2866666666666667,33,39,78,64,78,8,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_13_velocity_1500um_s,validation,101,4.0,13.0,1500.0,300,0.38,0.22,0.54,0.3402061855670103,0.6377952755905512,0.25333333333333335,33,46,71,64,81,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_13_velocity_1500um_s,validation,103,4.0,13.0,1500.0,300,0.38,0.22666666666666666,0.5333333333333333,0.3434343434343434,0.6666666666666666,0.27,34,40,76,65,80,5,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_13_velocity_1500um_s,validation,107,4.0,13.0,1500.0,300,0.35,0.23333333333333334,0.4666666666666667,0.35353535353535354,0.6194690265486725,0.29333333333333333,35,43,72,64,70,16,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_13_velocity_2000um_s,design,7,4.0,13.0,2000.0,300,0.3566666666666667,0.24,0.47333333333333333,0.34951456310679613,0.5546875,0.23,36,57,57,67,71,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_13_velocity_2000um_s,design,11,4.0,13.0,2000.0,300,0.38333333333333336,0.22666666666666666,0.54,0.34,0.6090225563909775,0.22333333333333333,34,52,64,66,81,3,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_13_velocity_2000um_s,design,13,4.0,13.0,2000.0,300,0.37333333333333335,0.21333333333333335,0.5333333333333333,0.3404255319148936,0.5797101449275363,0.22666666666666666,32,58,60,62,80,8,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_13_velocity_2000um_s,validation,101,4.0,13.0,2000.0,300,0.4,0.25333333333333335,0.5466666666666666,0.37623762376237624,0.6165413533834586,0.22,38,51,61,63,82,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_13_velocity_2000um_s,validation,103,4.0,13.0,2000.0,300,0.39666666666666667,0.26,0.5333333333333333,0.3786407766990291,0.625,0.23,39,48,63,64,80,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_13_velocity_2000um_s,validation,107,4.0,13.0,2000.0,300,0.36666666666666664,0.2733333333333333,0.46,0.3904761904761905,0.5702479338842975,0.24666666666666667,41,52,57,64,69,17,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_13_velocity_3000um_s,design,7,4.0,13.0,3000.0,300,0.36666666666666664,0.25333333333333335,0.48,0.36538461538461536,0.5142857142857142,0.18666666666666668,38,68,44,66,72,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_13_velocity_3000um_s,design,11,4.0,13.0,3000.0,300,0.41333333333333333,0.28,0.5466666666666666,0.3888888888888889,0.5616438356164384,0.15333333333333332,42,64,44,66,82,2,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_13_velocity_3000um_s,design,13,4.0,13.0,3000.0,300,0.3933333333333333,0.2733333333333333,0.5133333333333333,0.4019607843137255,0.5422535211267606,0.18666666666666668,41,65,44,61,77,12,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_13_velocity_3000um_s,validation,101,4.0,13.0,3000.0,300,0.4033333333333333,0.28,0.5266666666666666,0.4,0.5448275862068965,0.16666666666666666,42,66,42,63,79,8,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_13_velocity_3000um_s,validation,103,4.0,13.0,3000.0,300,0.4033333333333333,0.26666666666666666,0.54,0.3883495145631068,0.574468085106383,0.18666666666666668,40,60,50,63,81,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_13_velocity_3000um_s,validation,107,4.0,13.0,3000.0,300,0.36333333333333334,0.26,0.4666666666666667,0.3786407766990291,0.5303030303030303,0.21666666666666667,39,62,49,64,70,16,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_14_velocity_800um_s,design,7,4.0,14.0,800.0,300,0.28,0.1,0.46,0.18518518518518517,0.8313253012048193,0.4533333333333333,15,14,121,66,69,15,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_14_velocity_800um_s,design,11,4.0,14.0,800.0,300,0.31,0.1,0.52,0.18292682926829268,0.8764044943820225,0.43,15,11,124,67,78,5,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_14_velocity_800um_s,design,13,4.0,14.0,800.0,300,0.31,0.10666666666666667,0.5133333333333333,0.20512820512820512,0.875,0.44666666666666666,16,11,123,62,77,11,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_14_velocity_800um_s,validation,101,4.0,14.0,800.0,300,0.35333333333333333,0.16666666666666666,0.54,0.29069767441860467,0.9204545454545454,0.42,25,7,118,61,81,8,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_14_velocity_800um_s,validation,103,4.0,14.0,800.0,300,0.3233333333333333,0.11333333333333333,0.5333333333333333,0.21794871794871795,0.8888888888888888,0.44,17,10,123,61,80,9,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_14_velocity_800um_s,validation,107,4.0,14.0,800.0,300,0.30333333333333334,0.15333333333333332,0.4533333333333333,0.26136363636363635,0.8947368421052632,0.4533333333333333,23,8,119,65,68,17,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_14_velocity_1000um_s,design,7,4.0,14.0,1000.0,300,0.31333333333333335,0.15333333333333332,0.47333333333333333,0.26136363636363635,0.7802197802197802,0.4033333333333333,23,20,107,65,71,14,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_14_velocity_1000um_s,design,11,4.0,14.0,1000.0,300,0.3433333333333333,0.17333333333333334,0.5133333333333333,0.2765957446808511,0.7938144329896907,0.36333333333333334,26,20,104,68,77,5,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_14_velocity_1000um_s,design,13,4.0,14.0,1000.0,300,0.32666666666666666,0.14,0.5133333333333333,0.25301204819277107,0.7857142857142857,0.39666666666666667,21,21,108,62,77,11,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_14_velocity_1000um_s,validation,101,4.0,14.0,1000.0,300,0.35333333333333333,0.17333333333333334,0.5333333333333333,0.29213483146067415,0.7920792079207921,0.36666666666666664,26,21,103,63,80,7,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_14_velocity_1000um_s,validation,103,4.0,14.0,1000.0,300,0.33,0.12666666666666668,0.5333333333333333,0.2345679012345679,0.7920792079207921,0.3933333333333333,19,21,110,62,80,8,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_14_velocity_1000um_s,validation,107,4.0,14.0,1000.0,300,0.31,0.14,0.48,0.25,0.7578947368421053,0.4033333333333333,21,23,106,63,72,15,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_14_velocity_1500um_s,design,7,4.0,14.0,1500.0,300,0.3433333333333333,0.21333333333333335,0.47333333333333333,0.31683168316831684,0.6396396396396397,0.29333333333333333,32,40,78,69,71,10,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_14_velocity_1500um_s,design,11,4.0,14.0,1500.0,300,0.36,0.18666666666666668,0.5333333333333333,0.2978723404255319,0.6722689075630253,0.29,28,39,83,66,80,4,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_14_velocity_1500um_s,design,13,4.0,14.0,1500.0,300,0.37666666666666665,0.23333333333333334,0.52,0.35714285714285715,0.6902654867256637,0.2966666666666667,35,35,80,63,78,9,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_14_velocity_1500um_s,validation,101,4.0,14.0,1500.0,300,0.37,0.2,0.54,0.3225806451612903,0.6639344262295082,0.2833333333333333,30,41,79,63,81,6,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_14_velocity_1500um_s,validation,103,4.0,14.0,1500.0,300,0.35333333333333333,0.17333333333333334,0.5333333333333333,0.28888888888888886,0.6837606837606838,0.31,26,37,87,64,80,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_14_velocity_1500um_s,validation,107,4.0,14.0,1500.0,300,0.33,0.19333333333333333,0.4666666666666667,0.31868131868131866,0.6481481481481481,0.33666666666666667,29,38,83,62,70,18,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_14_velocity_2000um_s,design,7,4.0,14.0,2000.0,300,0.36333333333333334,0.24666666666666667,0.48,0.3557692307692308,0.5853658536585366,0.24333333333333335,37,51,62,67,72,11,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_14_velocity_2000um_s,design,11,4.0,14.0,2000.0,300,0.38,0.22,0.54,0.3333333333333333,0.627906976744186,0.24,33,48,69,66,81,3,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_14_velocity_2000um_s,design,13,4.0,14.0,2000.0,300,0.37,0.21333333333333335,0.5266666666666666,0.3404255319148936,0.6220472440944882,0.2633333333333333,32,48,70,62,79,9,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_14_velocity_2000um_s,validation,101,4.0,14.0,2000.0,300,0.3933333333333333,0.24666666666666667,0.54,0.36633663366336633,0.6183206106870229,0.22666666666666666,37,50,63,64,81,5,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_14_velocity_2000um_s,validation,103,4.0,14.0,2000.0,300,0.3933333333333333,0.25333333333333335,0.5333333333333333,0.37254901960784315,0.6504065040650406,0.25,38,43,69,64,80,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_14_velocity_2000um_s,validation,107,4.0,14.0,2000.0,300,0.35333333333333333,0.24666666666666667,0.46,0.36633663366336633,0.5897435897435898,0.2733333333333333,37,48,65,64,69,17,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_4_voltage_14_velocity_3000um_s,design,7,4.0,14.0,3000.0,300,0.35,0.22,0.48,0.3333333333333333,0.5179856115107914,0.20666666666666667,33,67,50,66,72,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_4_voltage_14_velocity_3000um_s,design,11,4.0,14.0,3000.0,300,0.4033333333333333,0.26,0.5466666666666666,0.37142857142857144,0.5899280575539568,0.18666666666666668,39,57,54,66,82,2,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_4_voltage_14_velocity_3000um_s,design,13,4.0,14.0,3000.0,300,0.38666666666666666,0.26,0.5133333333333333,0.39,0.55,0.2,39,63,48,61,77,12,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_4_voltage_14_velocity_3000um_s,validation,101,4.0,14.0,3000.0,300,0.4033333333333333,0.2733333333333333,0.5333333333333333,0.3942307692307692,0.5633802816901409,0.18,41,62,47,63,80,7,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_4_voltage_14_velocity_3000um_s,validation,103,4.0,14.0,3000.0,300,0.39666666666666667,0.25333333333333335,0.54,0.37623762376237624,0.5869565217391305,0.20333333333333334,38,57,55,63,81,6,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_4_voltage_14_velocity_3000um_s,validation,107,4.0,14.0,3000.0,300,0.36666666666666664,0.2733333333333333,0.46,0.3904761904761905,0.5390625,0.22333333333333333,41,59,50,64,69,17,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_5_voltage_8_velocity_800um_s,design,7,5.0,8.0,800.0,300,0.36,0.24666666666666667,0.47333333333333333,0.3592233009708738,0.5966386554621849,0.26,37,48,65,66,71,13,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_5_voltage_8_velocity_800um_s,design,11,5.0,8.0,800.0,300,0.38333333333333336,0.22666666666666666,0.54,0.34,0.6377952755905512,0.24333333333333335,34,46,70,66,81,3,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_5_voltage_8_velocity_800um_s,design,13,5.0,8.0,800.0,300,0.36666666666666664,0.21333333333333335,0.52,0.34408602150537637,0.639344262295082,0.2833333333333333,32,44,74,61,78,11,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_5_voltage_8_velocity_800um_s,validation,101,5.0,8.0,800.0,300,0.37333333333333335,0.22,0.5266666666666666,0.3402061855670103,0.6171875,0.25,33,49,68,64,79,7,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_5_voltage_8_velocity_800um_s,validation,103,5.0,8.0,800.0,300,0.38333333333333336,0.24,0.5266666666666666,0.36363636363636365,0.6528925619834711,0.26666666666666666,36,42,72,63,79,8,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_5_voltage_8_velocity_800um_s,validation,107,5.0,8.0,800.0,300,0.3466666666666667,0.23333333333333334,0.46,0.35714285714285715,0.6,0.29,35,46,69,63,69,18,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_5_voltage_8_velocity_1000um_s,design,7,5.0,8.0,1000.0,300,0.3566666666666667,0.23333333333333334,0.48,0.35,0.5581395348837209,0.23666666666666666,35,57,58,65,72,13,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_5_voltage_8_velocity_1000um_s,design,11,5.0,8.0,1000.0,300,0.38666666666666666,0.22666666666666666,0.5466666666666666,0.3469387755102041,0.6119402985074627,0.22666666666666666,34,52,64,64,82,4,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_5_voltage_8_velocity_1000um_s,design,13,5.0,8.0,1000.0,300,0.3566666666666667,0.2,0.5133333333333333,0.3333333333333333,0.5620437956204379,0.24333333333333335,30,60,60,60,77,13,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_5_voltage_8_velocity_1000um_s,validation,101,5.0,8.0,1000.0,300,0.38333333333333336,0.24,0.5266666666666666,0.36363636363636365,0.5984848484848485,0.23,36,53,61,63,79,8,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_5_voltage_8_velocity_1000um_s,validation,103,5.0,8.0,1000.0,300,0.39,0.25333333333333335,0.5266666666666666,0.38,0.6171875,0.24,38,49,63,62,79,9,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_5_voltage_8_velocity_1000um_s,validation,107,5.0,8.0,1000.0,300,0.36666666666666664,0.2733333333333333,0.46,0.3904761904761905,0.5702479338842975,0.24666666666666667,41,52,57,64,69,17,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_5_voltage_8_velocity_1500um_s,design,7,5.0,8.0,1500.0,300,0.35,0.23333333333333334,0.4666666666666667,0.35353535353535354,0.49645390070921985,0.2,35,71,44,64,70,16,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_5_voltage_8_velocity_1500um_s,design,11,5.0,8.0,1500.0,300,0.4033333333333333,0.2733333333333333,0.5333333333333333,0.3867924528301887,0.5517241379310345,0.16333333333333333,41,65,44,65,80,5,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_5_voltage_8_velocity_1500um_s,design,13,5.0,8.0,1500.0,300,0.38333333333333336,0.26666666666666666,0.5,0.4,0.5319148936170213,0.19666666666666666,40,66,44,60,75,15,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_5_voltage_8_velocity_1500um_s,validation,101,5.0,8.0,1500.0,300,0.4033333333333333,0.2866666666666667,0.52,0.4095238095238095,0.5492957746478874,0.17666666666666667,43,64,43,62,78,10,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_5_voltage_8_velocity_1500um_s,validation,103,5.0,8.0,1500.0,300,0.39,0.25333333333333335,0.5266666666666666,0.38,0.5683453237410072,0.20333333333333334,38,60,52,62,79,9,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_5_voltage_8_velocity_1500um_s,validation,107,5.0,8.0,1500.0,300,0.35333333333333333,0.24666666666666667,0.46,0.37,0.5227272727272727,0.22666666666666666,37,63,50,63,69,18,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_5_voltage_8_velocity_2000um_s,design,7,5.0,8.0,2000.0,300,0.38333333333333336,0.3,0.4666666666666667,0.41284403669724773,0.49645390070921985,0.16666666666666666,45,71,34,64,70,16,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_5_voltage_8_velocity_2000um_s,design,11,5.0,8.0,2000.0,300,0.4266666666666667,0.29333333333333333,0.56,0.41904761904761906,0.5316455696202531,0.12333333333333334,44,74,32,61,84,5,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_5_voltage_8_velocity_2000um_s,design,13,5.0,8.0,2000.0,300,0.4,0.29333333333333333,0.5066666666666667,0.42718446601941745,0.5135135135135135,0.16333333333333333,44,72,34,59,76,15,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_5_voltage_8_velocity_2000um_s,validation,101,5.0,8.0,2000.0,300,0.38666666666666666,0.25333333333333335,0.52,0.3838383838383838,0.5131578947368421,0.16333333333333333,38,74,38,61,78,11,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_5_voltage_8_velocity_2000um_s,validation,103,5.0,8.0,2000.0,300,0.38666666666666666,0.24666666666666667,0.5266666666666666,0.37755102040816324,0.5448275862068965,0.19,37,66,47,61,79,10,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_5_voltage_8_velocity_2000um_s,validation,107,5.0,8.0,2000.0,300,0.3466666666666667,0.23333333333333334,0.46,0.35714285714285715,0.49640287769784175,0.21,35,70,45,63,69,18,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_5_voltage_8_velocity_3000um_s,design,7,5.0,8.0,3000.0,300,0.42333333333333334,0.37333333333333335,0.47333333333333333,0.47058823529411764,0.4896551724137931,0.12,56,74,20,63,71,16,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_5_voltage_8_velocity_3000um_s,design,11,5.0,8.0,3000.0,300,0.44333333333333336,0.3466666666666667,0.54,0.4642857142857143,0.5225806451612903,0.11,52,74,24,60,81,9,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_5_voltage_8_velocity_3000um_s,design,13,5.0,8.0,3000.0,300,0.44,0.37333333333333335,0.5066666666666667,0.48695652173913045,0.5241379310344828,0.13333333333333333,56,69,25,59,76,15,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_5_voltage_8_velocity_3000um_s,validation,101,5.0,8.0,3000.0,300,0.4166666666666667,0.32,0.5133333333333333,0.4444444444444444,0.4935897435897436,0.12,48,79,23,60,77,13,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_5_voltage_8_velocity_3000um_s,validation,103,5.0,8.0,3000.0,300,0.4266666666666667,0.34,0.5133333333333333,0.4636363636363636,0.5238095238095238,0.14333333333333334,51,70,29,59,77,14,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_5_voltage_8_velocity_3000um_s,validation,107,5.0,8.0,3000.0,300,0.37333333333333335,0.2866666666666667,0.46,0.4056603773584906,0.48936170212765956,0.17666666666666667,43,72,35,63,69,18,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_5_voltage_9_velocity_800um_s,design,7,5.0,9.0,800.0,300,0.3433333333333333,0.20666666666666667,0.48,0.31958762886597936,0.6428571428571429,0.30333333333333334,31,40,79,66,72,12,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
turns_5_voltage_9_velocity_800um_s,design,11,5.0,9.0,800.0,300,0.36333333333333334,0.18,0.5466666666666666,0.29347826086956524,0.6776859504132231,0.29,27,39,84,65,82,3,0.9760314994035219,0.00865171377947936,11.47609769812327,10.947740190729146
turns_5_voltage_9_velocity_800um_s,design,13,5.0,9.0,800.0,300,0.38,0.23333333333333334,0.5266666666666666,0.3684210526315789,0.6929824561403509,0.30333333333333334,35,35,80,60,79,11,0.9758140198256784,0.011001799618470826,11.550899765397338,10.951785548346043
turns_5_voltage_9_velocity_800um_s,validation,101,5.0,9.0,800.0,300,0.36333333333333334,0.18666666666666668,0.54,0.3076923076923077,0.6639344262295082,0.29,28,41,81,63,81,6,0.9756856959834554,0.007400495655079073,11.361045174675134,10.987034574438024
turns_5_voltage_9_velocity_800um_s,validation,103,5.0,9.0,800.0,300,0.34,0.15333333333333332,0.5266666666666666,0.27058823529411763,0.6810344827586207,0.33,23,37,90,62,79,9,0.9761709887964022,0.011303225736804909,11.667507875913408,11.072076893249614
turns_5_voltage_9_velocity_800um_s,validation,107,5.0,9.0,800.0,300,0.31666666666666665,0.17333333333333334,0.46,0.29545454545454547,0.6330275229357798,0.3433333333333333,26,40,84,62,69,19,0.9755403523015771,0.009102586225129865,11.468732386463369,11.060191361432379
turns_5_voltage_9_velocity_1000um_s,design,7,5.0,9.0,1000.0,300,0.36,0.24666666666666667,0.47333333333333333,0.3592233009708738,0.5966386554621849,0.26,37,48,65,66,71,13,0.9751108403323504,0.008966798864010502,11.27937857788275,11.195764379522627
