case_id,split,turns,voltage_v,velocity_um_s,mean_correct,min_correct,std_correct,mean_live_recovery,mean_dead_removal,mean_live_purity,mean_dead_outlet_purity,mean_wall_loss
turns_6_voltage_12_velocity_1000um_s,design,6.0,12.0,1000.0,0.31222222222222223,0.30333333333333334,0.010183501544346293,0.09777777777777778,0.5266666666666667,0.20968660968660968,0.822816918625973,0.4477777777777778
turns_6_voltage_13_velocity_1000um_s,design,6.0,13.0,1000.0,0.31222222222222223,0.3,0.011706281947614148,0.09555555555555556,0.5288888888888889,0.20940138752897655,0.9012180590493842,0.47888888888888886
turns_5_voltage_12_velocity_800um_s,design,5.0,12.0,800.0,0.30777777777777776,0.29333333333333333,0.019531550923607727,0.10444444444444445,0.5111111111111111,0.20333031946955996,0.8331222406713775,0.4388888888888889
turns_5_voltage_13_velocity_800um_s,design,5.0,13.0,800.0,0.30777777777777776,0.29333333333333333,0.01347150628109127,0.10222222222222221,0.5133333333333333,0.2023789390608264,0.9202046280359534,0.4688888888888889
turns_6_voltage_11_velocity_800um_s,design,6.0,11.0,800.0,0.30777777777777776,0.3,0.0107151675122144,0.09333333333333334,0.5222222222222223,0.20005216484089725,0.8452933408790795,0.4588888888888889
turns_6_voltage_14_velocity_1000um_s,design,6.0,14.0,1000.0,0.3055555555555556,0.2866666666666667,0.01710533813148961,0.08222222222222222,0.5288888888888889,0.18814297918775533,0.9480284775465498,0.5033333333333333
turns_5_voltage_14_velocity_1000um_s,design,5.0,14.0,1000.0,0.30333333333333334,0.29,0.012018504251546646,0.09777777777777778,0.5088888888888888,0.19498556998557,0.866931216931217,0.45555555555555555
turns_4_voltage_14_velocity_800um_s,design,4.0,14.0,800.0,0.30000000000000004,0.28,0.017320508075688756,0.10222222222222223,0.4977777777777777,0.19108007319389433,0.8609099318622806,0.44333333333333336
turns_5_voltage_14_velocity_800um_s,design,5.0,14.0,800.0,0.2922222222222222,0.2833333333333333,0.008388704928078609,0.07111111111111111,0.5133333333333333,0.15277777777777776,0.9468253968253969,0.4955555555555555
turns_6_voltage_13_velocity_800um_s,design,6.0,13.0,800.0,0.29000000000000004,0.27666666666666667,0.011547005383792526,0.06,0.52,0.14213709677419353,0.9590500124100272,0.5177777777777778
turns_6_voltage_14_velocity_800um_s,design,6.0,14.0,800.0,0.27555555555555555,0.26666666666666666,0.008388704928078609,0.024444444444444446,0.5266666666666667,0.06475279106858055,0.9832119100411782,0.5444444444444444
