sample_id,family,equation,shape_class,inlet_kind,mean_target_correct,std_target_correct,mean_wall_loss,mean_live_recovery,mean_dead_removal,mean_live_outlet_purity,mean_dead_outlet_purity,length_mm,footprint_mm2,residence_s,flow_uL_min,active_joule_power_mW,steady_substrate_delta_c_proxy,thermal_risk,manufacturable_gap_ok,manufacturable_bend_ok,manufacturable_no_intersection_ok,self_intersects,channel_overlap_flag,min_nonlocal_clearance_um,min_curvature_radius_um,short_channel_score,v11_score
84,fermat_spiral_short,r(theta)=a sqrt(1+k theta),fermat_spiral,tangential,0.7222222222222222,0.0,0.0,0.4444444444444444,1.0,1.0,0.6428571428571429,12.5225385842039,6.257783231443073,4.204798068840308,0.817773631071055,3.375566097351096,2.697094140613653,low,True,True,True,False,False,135.78278198512234,840.3451301157162,0.01774578059615934,0.9884089311646123
153,fermat_spiral_short,r(theta)=a sqrt(1+k theta),fermat_spiral,tangential,0.75625,0.0,0.0,1.0,0.5125,0.6722689075630253,1.0,9.148504727506648,4.968797479302526,4.628778707553307,0.5883199862366476,19.74244822513939,19.866424730909596,high,True,True,True,False,False,145.62854175907933,820.1953026931013,0.02801004181913331,0.9774308343864421
25,elliptic_prefocus_spiral,"straight inlet + x=(a+b theta) cos(theta), y=e(a+b theta) sin(theta)",elliptic_spiral_with_inlet,straight_prefocus,0.6222222222222222,0.0,0.0,0.3111111111111111,0.9333333333333333,0.8235294117647058,0.5753424657534246,5.229878416840477,3.0388410497143545,3.206171151539837,0.4897065548293745,0.3803276592592507,0.6257774806862648,low,True,True,True,False,False,131.6539449546963,325.3602136413257,0.023369993043941596,0.9727721178813462
38,superellipse_oval_spiral,"x=r sign(cos(theta))|cos(theta)|^q, y=e r sign(sin(theta))|sin(theta)|^q",superellipse_oval,rounded_oval_entry,0.6,0.0,0.0,0.5111111111111111,0.6888888888888889,0.6216216216216216,0.5849056603773585,5.836155886888485,3.6225113890191896,2.9921857953872975,0.8165465994233886,3.4118248980574917,4.709198304247785,low,True,True,True,False,False,163.64985498813235,523.5765988424787,0.0171345663032511,0.8570184945487664
109,elliptic_s_bend_prefocus_spiral,"S-bend inlet + x=(a+b theta) cos(theta), y=e(a+b theta) sin(theta)",elliptic_spiral_with_s_bend,s_bend_prefocus,0.6444444444444445,0.0,0.0,0.28888888888888886,1.0,1.0,0.5844155844155844,4.863436416822764,3.230168157486158,5.5943985434935355,0.24272245290067485,2.8678744870634545,4.4392030805222005,low,True,True,False,False,True,97.18197592602158,214.38890555722713,0.0297000787231035,0.8399456252909969
73,elliptic_logarithmic_spiral,"x=a exp(k theta) cos(theta), y=e a exp(k theta) sin(theta)",elliptic_logarithmic_spiral,major_axis_prefocus,0.5777777777777777,0.0,0.0,0.2,0.9555555555555556,0.8181818181818182,0.5443037974683544,4.9824924395961725,3.0533215584775304,3.6266583402866863,0.4654187838887143,0.7169680780257324,1.1740788912898388,low,True,True,True,False,False,161.80965180017955,597.5815102090153,0.01561021491165204,0.8119310014525583
78,fermat_spiral_short,r(theta)=a sqrt(1+k theta),fermat_spiral,tangential,0.6666666666666666,0.0,0.0,0.6888888888888889,0.6444444444444445,0.6595744680851063,0.6744186046511628,8.19381286304786,3.03420587927955,6.007859669376882,0.3906404725496247,10.44449927002168,17.21125672675456,high,True,True,True,False,False,114.24960540230494,501.1799321093521,0.020340550785372887,0.8099969313671731
34,elliptic_prefocus_spiral,"straight inlet + x=(a+b theta) cos(theta), y=e(a+b theta) sin(theta)",elliptic_spiral_with_inlet,straight_prefocus,0.5666666666666667,0.0,0.0,0.6888888888888889,0.4444444444444444,0.5535714285714286,0.5882352941176471,4.21591876561323,2.1149614519610194,1.0158197485369365,1.138079710009117,0.9532154479289977,2.253505488351015,low,True,True,True,False,False,113.03712164251564,364.02375402341926,0.015813081411916056,0.8038628878454075
24,elliptic_prefocus_spiral,"straight inlet + x=(a+b theta) cos(theta), y=e(a+b theta) sin(theta)",elliptic_spiral_with_inlet,straight_prefocus,0.6555555555555556,0.0,0.0,0.3111111111111111,1.0,1.0,0.5921052631578947,4.235447390044217,2.2237302234670517,1.2189850330718355,1.3540010813543373,8.104938343082837,18.223744628622946,high,True,True,False,False,True,111.32843835283899,290.7746156007896,0.036727065934333704,0.7964615445705612
135,monotone_curvature_spiral,r(theta)=r0/(1+k theta)^p,monotone_curvature_spiral,outer_low_curvature_entry,0.60625,0.0,0.0,0.2625,0.95,0.84,0.562962962962963,8.78834799348897,5.584666864632801,7.887036083142123,0.3850891839675787,4.730240520448492,4.235024787606118,low,True,True,True,False,False,199.7296249572926,914.8787673547923,0.012089871734564618,0.7875980760184692
139,short_circular_c_arc,"partial circular spiral arc r(theta)=a+b theta, theta<1.2 turns",short_c_arc,dual_side_electrode_entry,0.55,0.0,0.0,0.1625,0.9375,0.7222222222222222,0.528169014084507,4.939026011928363,4.396830334400404,3.3195389970911697,0.49802846458860983,2.337946509992865,2.6586726484542544,low,True,True,True,False,False,178.0231792463473,1031.390115015652,0.010123453466178111,0.7018518019926717
86,fermat_spiral_short,r(theta)=a sqrt(1+k theta),fermat_spiral,tangential,0.5444444444444444,0.0,0.0,0.26666666666666666,0.8222222222222222,0.6,0.5285714285714286,4.983964597043127,2.1025382305759384,1.6304055269748905,1.0069744972054813,0.6182527430985827,1.4702532731812148,low,True,True,True,False,False,134.16894928007915,460.41289724224623,0.008917487991550396,0.6782067643177003
81,fermat_spiral_short,r(theta)=a sqrt(1+k theta),fermat_spiral,tangential,0.5222222222222223,0.0,0.0,0.6666666666666666,0.37777777777777777,0.5172413793103449,0.53125,6.570722635804834,4.925466581886087,2.513840677473752,0.8896775378256689,0.5020358707187396,0.5096328057173592,low,True,True,True,False,False,165.36159891235738,974.2785712721965,0.0033820058240063428,0.5729523095823174
4,monotone_curvature_spiral,r(theta)=r0/(1+k theta)^p,monotone_curvature_spiral,outer_low_curvature_entry,0.5222222222222223,0.0,0.0,0.044444444444444446,1.0,1.0,0.5113636363636364,10.394867176483,4.655246333618849,3.6888331202457314,0.8273606943434842,2.635247057664464,2.830405599198337,low,True,True,True,False,False,116.65808413315222,884.6164093314295,0.002137807231678445,0.5542893306973989
15,monotone_curvature_spiral,r(theta)=r0/(1+k theta)^p,monotone_curvature_spiral,outer_low_curvature_entry,0.5222222222222223,0.0,0.0,0.2222222222222222,0.8222222222222222,0.5555555555555556,0.5138888888888888,12.304360693057948,9.387683227690578,2.7418967798703893,1.999147836279318,3.6754802449483006,1.9576077269559131,low,True,True,True,False,False,237.18943700078012,1179.6723209422998,0.0018060444403877,0.5493128888280377
18,monotone_curvature_spiral,r(theta)=r0/(1+k theta)^p,monotone_curvature_spiral,outer_low_curvature_entry,0.5666666666666667,0.0,0.0,0.13333333333333333,1.0,1.0,0.5357142857142857,7.257770208773805,3.355164414678619,1.7292267807883208,1.2456722336045913,9.551061442293273,14.233373185093438,high,True,True,True,False,False,214.08594715389404,617.5655250986032,0.009185557650485319,0.5444500314239464
