stage,sample_id,seed,family,equation,shape_class,inlet_kind,frequency_hz,voltage_v,effective_voltage_v,velocity_um_s,turns,radius_um,pitch_um_per_turn,width_um,eccentricity,curvature_power,inlet_length_um,inlet_offset_ratio,inlet_spread_ratio,dep_start_fraction,dep_end_fraction,electrode_gap_um,electrode_coverage,field_gain,dean_scale,target_correct,wall_loss,distribution_gap_um,live_recovery,dead_removal,live_outlet_purity,dead_outlet_purity,length_mm,footprint_mm2,residence_s,flow_uL_min,pressure_drop_kPa,reynolds,effective_field_kV_m,active_joule_power_mW,adiabatic_delta_c_proxy,steady_substrate_delta_c_proxy,thermal_risk,manufacturable_gap_ok,manufacturable_bend_ok,mean_curvature_1_m,p95_curvature_1_m,min_curvature_radius_um,smoothness_index,path_samples_valid,short_channel_score,v10_score,source_file,manufacturable_no_intersection_ok,self_intersects,channel_overlap_flag,min_nonlocal_clearance_um,v11_score,v12_score,source_id,family_id,shape_class_id,inlet_kind_id,manufacturable_no_intersection_ok_num,thermal_risk_num,design_score
clean_shape_initial,0,91000,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1561559.4009925458,22.46662288086253,23.224531436921048,3822.9551820303936,1.8613201998533044,864.644733176796,85.78408768425258,106.8487994003764,1.0,1.0,556.4955859817771,-0.6567978154355842,0.3541304137418978,0.255118707642135,0.8916251565980202,70.16797020689198,0.3585141310646636,1.0337348679451115,1.2748235604707523,0.5,0.0,15.230525466994717,1.0,0.0,0.5,0.0,11.60334311966989,4.293638488840702,3.0351763405992345,1.225434514084185,0.3019373845531231,0.2596467033246118,330.9847978848889,8.620217469946889,101.27632286552672,10.03835964805968,moderate,True,True,947.32572619001,1144.6187339820665,873.6533574992735,0.3500679244198729,2014,0.0,0.45,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,1.0,0.20466330675409777
clean_shape_initial,1,91001,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1088360.8793976873,11.664028623124588,13.244194919965118,4643.848338713599,1.86608284754864,860.4635038725655,87.11398998112861,107.47204125206596,1.0,1.0,546.0030168712849,-0.4918684234533572,0.4192079992947596,0.4353786163482263,0.7388434880132144,38.66743734569165,0.4229700379017214,1.135473458433372,1.4014099557311752,0.5272727272727272,0.0,1.7040866333497853,0.1454545454545454,0.9090909090909092,0.6153846153846154,0.5154639175257731,11.589075839311729,4.276771528885445,2.495575865968533,1.497251580679698,0.3654346906163618,0.3159840976782652,342.5154556160623,4.43699339299239,42.66520258064674,5.187316370566912,low,True,True,950.1809016412614,1149.909980471921,869.6332904160043,0.3502271636513238,2014,0.0023533133832996,0.5602191146389227,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,0.0,0.34482706798472407
clean_shape_initial,2,91002,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1384699.8114760376,8.39372600091293,9.075149723933766,1972.626291883894,1.8459721023753493,855.6166222923605,150.92809565015872,97.48703413993734,1.0,1.0,200.56985357080197,-0.7435038980482097,0.1343535299326378,0.4416629918131033,0.7160011159889337,49.78809442389069,0.4707677835539456,1.0811825073807175,1.59616778608663,0.5,0.0,4.906093107653785,1.0,0.0,0.5,0.0,11.74360337571554,4.946101868246293,5.953283409043577,0.5769164599866696,0.1642765897952023,0.1299968985886056,182.2754983685232,1.0435996182305038,26.043586532207627,1.054971820263506,low,True,True,903.3870699474812,1147.8535027045666,871.1913128668467,0.3566259320023089,2014,0.0,0.5,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,0.0,0.36690997196938707
clean_shape_initial,3,91003,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1318096.2512209143,20.635303278821368,29.319992615942176,1145.385047470574,1.1976354299999692,885.4524567296769,142.43589056093572,141.32511510373436,1.0,1.0,298.1728723684301,-0.7021001037265704,0.1512581186909395,0.3835919978361898,0.8376967102705593,29.70313947591338,0.6221907870955975,1.4208656020110044,1.0243462726438877,0.5,0.0,24.02145331189847,1.0,0.0,0.5,0.0,7.604988802209,4.536148154212175,6.639678786626012,0.4856150210156255,0.0538033114705325,0.0843517373886631,987.1007958508256,47.55431673213875,1409.8653740314005,52.41706742754949,high,True,True,922.0566569103248,1117.4380030340858,894.9042338678153,0.3503313019233025,2014,0.0,0.189782733071445,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,2.0,-0.3893646390041712
clean_shape_initial,4,91004,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1616423.5120698595,21.611982759630664,23.318755234940053,3359.267473445987,1.3704875537762111,563.1436157240255,127.34891110905782,111.72498089153946,1.0,1.0,392.0011479878317,-0.7890451602430673,0.2838915198544969,0.4318509220649344,0.6441755052403851,46.46862529495956,0.312424815338776,1.0789734331316188,1.0379121166241614,0.5,0.0,5.548467594499762,1.0,0.0,0.5,0.0,5.995415358663454,2.134912192735245,1.7847389069359418,1.1259422828409689,0.1346312149755885,0.2313731310615708,501.8171957298989,3.630342833189595,46.42066113022711,8.502323527738179,moderate,True,True,1381.146665595919,1745.9627767563225,572.7498966832592,0.3560282437594673,2014,0.0,0.45,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,1.0,0.33559070391552154
clean_shape_initial,5,91005,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1858345.324406432,9.933335924369803,10.738475852123072,3380.291736482005,1.202357623066025,488.1308980110757,129.1777316440718,136.3612417908586,1.0,1.0,345.7020463157089,-0.4384262197042385,0.315517640825862,0.4796225712263141,0.831026863794842,78.08123412203005,0.6032964993628611,1.0810543340005234,1.6490710494655445,0.5181818181818182,0.0,1.8669245815335032,1.0,0.0363636363636363,0.5092592592592593,1.0,4.622872330908171,1.7470440887289929,1.3675956666744291,1.3828223364061918,0.0975401169524011,0.2465952426853812,137.52953539822815,0.4187016816313022,4.359313771404903,1.1983145827072843,low,True,True,1588.4162776958124,2013.7972187009696,496.57432769972,0.3565341442648321,2014,0.0039330132610965,0.57324400383717,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,0.0,0.4656725696482669
clean_shape_initial,6,91006,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1559808.458704154,17.418121058563923,18.915151113971664,1631.6681667961147,1.9729516081419416,685.8527201046111,134.2660490930514,112.65539528813812,1.0,1.0,210.0975945529565,-0.395874693669523,0.1157470565844363,0.3347422477873485,0.6025698429713312,56.81425072815025,0.4858024291861976,1.0859467017351851,1.2746715348194708,0.5,0.0,6.945457804937419,1.0,0.0,0.5,0.0,10.357584749899967,3.656805772923259,6.347849986089851,0.5514486669284638,0.1126072031593592,0.1126705777683627,332.92969407408924,3.463971883718749,90.437610143728,4.736335614770212,low,True,True,1100.86757592495,1427.2455586127005,700.6502798103025,0.3601985163304759,2014,0.0,0.5,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,0.0,0.3444645742452191
clean_shape_initial,7,91007,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1630534.477489311,19.95902496419577,25.25255878780035,4675.25346602552,1.462279392461829,849.7458221689632,93.09210647145082,153.5471389269715,1.0,1.0,182.05387195401727,-0.5174029012330926,0.1547691641839056,0.2544567866761913,0.7775858491584378,34.54573473009611,0.4277364037596336,1.2652200612555262,0.931400437242432,0.5,0.0,5.798572540102235,1.0,0.0,0.5,0.0,8.615762981015115,4.190681448975882,1.842844039071846,2.1536153803998768,0.2432507941823585,0.3516228141840944,730.9891940379088,36.97984083569126,247.21607318185144,44.12151255821222,high,True,True,974.4590565461704,1166.3316902947345,857.3890329150688,0.3490371335975873,2014,0.0,0.2320806366572349,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,2.0,-0.24085524234552014
clean_shape_initial,8,91008,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1290416.0322382103,13.074291232930442,14.105868599794803,4839.004356021299,1.3597863241627253,612.364962963926,98.626500079125,142.358818248256,1.0,1.0,246.5139647611484,-0.4591592423792964,0.3576891318140504,0.2717748166778519,0.6846451167288847,77.2064271496575,0.5194386264006168,1.0789012076055111,1.6043858386918872,0.5,0.0,0.1905239495859128,1.0,0.0,0.5,0.0,6.0528853931649405,2.3710904738274587,1.2508534706386816,2.066624824864065,0.1805401632560671,0.3570454024676449,182.7032945385737,1.1875305483134235,8.272998749490784,2.5041864944033314,low,True,True,1318.2974366610022,1613.3647367884948,619.8226459260313,0.3514290192925499,2014,0.0,0.5,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,0.0,0.4216581878436492
clean_shape_initial,9,91009,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1593883.4667750131,18.341742896542296,20.80876951879996,3333.2181563021613,1.053552666425053,914.926490524345,138.06837719472068,105.93572518316527,1.0,1.0,297.09075711541544,-0.3988296788937978,0.3622621337028793,0.2627083998064993,0.7592681233917451,38.239193243584346,0.4220880240705649,1.1345033913174487,1.0498969218567709,0.5,0.0,5.318276856539265,1.0,0.0,0.5,0.0,6.836670707876752,4.446067594125638,2.051072083281007,1.059320647744688,0.1556720550486006,0.2257645331243342,544.1738633513454,10.648756956959584,144.72757585597304,11.975478028077264,moderate,True,True,905.535108391956,1083.459498079019,922.969434273276,0.3491165060064684,2014,0.0,0.4474049721721617,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,1.0,0.2219019385668387
clean_shape_initial,10,91010,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1494475.7592959842,13.360103427973453,14.037014807136964,4823.731476418606,1.06431611259326,558.983506284021,101.8272971718998,117.8730245298011,1.0,1.0,311.87894473549545,-0.6116253277412586,0.3259136523971284,0.3254451475161786,0.6765114016758996,78.074151546954,0.5521867595388301,1.0506666271569567,0.926028327711616,0.5,0.0,2.912171062846564,1.0,0.0,0.5,0.0,4.413771659245234,1.8586111540273609,0.9150118908613571,1.705763455935192,0.1394666992879989,0.3376850192441102,179.79080821256272,0.5904028343921092,4.983212854598799,1.5882903562501107,low,True,True,1459.788952176233,1770.1039053497375,564.9385874906703,0.3505472388268248,2014,0.0,0.5,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,0.0,0.447006240891666
clean_shape_initial,11,91011,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1194617.4873176874,14.62748629774922,20.45967039448017,4639.2918232555885,2.0083755584408736,692.0744260549378,118.15570958250954,163.29015233453552,1.0,1.0,389.9222054688784,-0.4753507839697181,0.3583872103387722,0.2968742180431757,0.7564662956144749,34.1825636953329,0.5864647062428614,1.3987140358920294,1.2878494350883818,0.5,0.0,4.211594316263607,1.0,0.0,0.5,0.0,10.623198301907433,3.7311308570076873,2.2898318766360086,2.2726520056313104,0.293106366439459,0.3541082456322319,598.5411327493151,28.559802522440236,180.9264533621468,38.2723142352407,high,True,True,1109.1681066645697,1417.6932545461095,705.3712055081769,0.3577020733479831,2014,0.0,0.2657607899102391,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,2.0,-0.13462902085567788
clean_shape_initial,12,91012,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1794046.0498317447,11.243650034765464,12.266358410452767,2343.5363755724065,1.6272571274973062,692.7914708875506,157.29341663325553,100.42756613675746,1.0,1.0,533.0170968934832,-0.3913594433919222,0.1368232158480037,0.417870158881034,0.7244625220411633,36.02313869995406,0.2826427270779653,1.0909587520533883,1.75,0.5,0.0,4.139880950325416,1.0,0.0,0.5,0.0,8.928780595520701,3.386418639517539,3.809960318341487,0.7060669630550843,0.1463406843376707,0.1559884224779079,340.5133159723367,3.1877172232220463,65.00005257860195,4.706620123724866,low,True,True,1096.809133493802,1414.50335755899,706.9619132793725,0.3594067570508954,2014,0.0,0.5,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,0.0,0.3628964356964623
clean_shape_initial,13,91013,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1558827.4473316798,20.68660718681229,22.43017591957347,995.1759282563656,1.6441308510927453,893.467670739919,87.23050762918538,117.50990449401596,1.0,1.0,314.0500758281948,-0.5881508066217088,0.1964339122875,0.4332861659302061,0.8847599260294472,68.14787296811237,0.646452440667975,1.0842849055437522,1.140764446826527,0.8,0.0,26.174238858316222,0.6,1.0,1.0,0.7142857142857143,10.285706183556968,4.413291267139923,10.335565693975756,0.3508290848524475,0.0671276157538719,0.0696031673777605,329.1397800496129,5.86490191702288,240.68275453342528,6.644589674707431,moderate,True,True,926.5709689250762,1109.2030083532093,901.548221983874,0.3490953577542391,2014,0.0291666896415521,1.1583336549817302,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,1.0,0.5591694094090872
clean_shape_initial,14,91014,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1194088.055855291,10.18625614198649,11.6159039676577,2591.565795170842,0.9736108504709152,866.9303696107688,93.86117027143652,146.81551945754586,1.0,1.0,358.0362952824987,-0.6130873601749448,0.3806285112209333,0.265456817156425,0.7309249118969352,50.75985034887158,0.4120399271964232,1.1403506652241324,1.1358963386968963,0.5,0.0,0.4070967811076897,1.0,0.0,0.5,0.0,5.941637142433601,3.961348318051944,2.29268234420493,1.1414462352792454,0.0941009068618629,0.1927391870502171,228.8403903443724,2.126330668187081,26.81977643548958,2.683847136715232,low,True,True,978.8780665358838,1146.7634584038278,872.0194148773219,0.3476315316348175,2014,0.0,0.5,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,0.0,0.40868866855285774
clean_shape_initial,15,91015,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1526613.98406226,16.508819590760705,17.360605615246058,941.3357129154396,1.8233293086421312,823.5401221232563,146.3608238266359,120.18082972624836,1.0,1.0,325.8873853238331,-0.8124889933962708,0.2824600607946339,0.1914754290002951,0.7185726113910753,73.27900901355811,0.4478492681497534,1.051595816393927,1.437900306060771,0.7272727272727273,0.0,25.649092724068822,0.4545454545454545,1.0,1.0,0.6470588235294118,11.292504226126274,4.708727346827765,11.99625603404753,0.3393915210873811,0.0691482963886844,0.0662772156473056,236.9110315347468,4.014034918964022,170.27855976659933,4.262335258876528,low,True,True,939.0945262710202,1192.6742736401293,838.4518909324058,0.3565923185280384,2014,0.0201259811572096,1.0090364634736615,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,0.0,0.5541371612270042
clean_shape_initial,16,91016,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1543067.6027909871,20.707731056761624,21.911875339658224,1289.8822701829874,1.9591790187296256,506.58323722596174,125.610005173821,135.26349629195064,1.0,1.0,526.8213568293253,-0.5966183990964452,0.1402306606939008,0.2527291831474317,0.866755025727675,69.64232200747723,0.3428488934735338,1.0581495036610211,1.324082173781942,0.5,0.0,18.65114211172611,1.0,0.0,0.5,0.0,8.281422613036069,2.378151473728797,6.420293389924056,0.5234219570098482,0.0668393581302592,0.09389359868218,314.63447380898106,6.792357192227554,186.83076395690483,14.28074970678287,high,True,True,1436.6313870922406,1922.1538408883375,520.2497212906967,0.3669383286793359,2014,0.0,0.3399999999999999,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,2.0,0.21530041598622598
clean_shape_initial,17,91017,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1245932.9895326272,20.199743548061303,23.52113715826261,1022.5220173018108,1.825154503743695,753.5033758121394,103.18257974114762,97.46153267848663,1.0,1.0,422.2347689535399,-0.4901020486291963,0.3136954846230941,0.3028204314941735,0.8290926794405906,36.60423122763149,0.549440393106708,1.1644275137601976,1.75,1.0,0.0,35.5453205747913,1.0,1.0,1.0,1.0,10.14488691077034,3.565817678332263,9.921436154050014,0.2989696890111976,0.0735704841681095,0.067378652255943,642.5797338015716,21.433260205599304,1032.1454135113663,30.053780281362656,high,True,True,1057.4749131082217,1308.766772475159,764.0780779517999,0.352832974842107,2014,0.0492859116516295,1.4842697223004164,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,2.0,0.47705222780830703
clean_shape_initial,18,91018,circular_archimedean_short,r(theta)=a+b theta,circular_spiral,tangential,1154166.390174009,10.936753536752985,13.077198046489627,2185.955803575828,0.960528252970028,687.3473447372505,80.84989882432414,138.65229047684022,1.0,1.0,633.3920289095774,-0.6331460669213779,0.2634314375033889,0.2525556794372451,0.870448307300411,45.28452265651017,0.5273462489016421,1.1957111406546443,1.2006320021818249,0.5,0.0,4.1675495189038045,1.0,0.0,0.5,0.0,5.016682339458802,2.564041163929,2.2949605528402803,0.9092633371407912,0.068112183958774,0.1601774963590417,288.77853357718084,3.577400141643619,56.64448727930987,6.9760973263038455,moderate,True,True,1230.2865771431382,1445.794762740445,691.6611027864983,0.3480624630413337,2014,0.0,0.45,v10_screening_rows.csv,,,,,,,0,0,0,0,1.0,1.0,0.3461721744807577
