stage,sample_id,seed,family,equation,frequency_hz,voltage_v,field_gain,effective_voltage_v,velocity_um_s,turns,a_um,b_um_per_rad,c_ratio,n_mode,phase_rad,width0_um,outlet_expansion_beta,outlet_expansion_center,outlet_expansion_ell,outlet_split_ratio,inlet_offset_ratio,inlet_spread_ratio,dep_start_fraction,dep_end_fraction,dep_edge_smoothness,dean_scale,target_correct,wall_loss,distribution_gap_um,live_recovery,dead_removal,live_outlet_purity,dead_outlet_purity,length_mm,mean_width_um,footprint_mm2,residence_s,flow_uL_min,pressure_drop_kPa,reynolds,effective_field_kV_m,active_joule_power_mW,adiabatic_delta_c_proxy,steady_substrate_delta_c_proxy,thermal_risk,short_channel_score,v9_score
formula_initial,10,60010,curvature_modulated_spiral,r(theta)=a+b theta+c sin(n theta+phi),1102468.4626048775,14.78653888597504,1.1535845992643818,17.057523535284716,2716.2255777159785,4.3757988180874055,690.5365373261814,49.74916887146498,0.10389803906974053,1.6771083049461493,-2.6937331113406007,171.8691252271486,0.008555604804421489,0.7344826251217184,0.07578940687638089,0.5560347059008064,-0.5780544933583386,0.17115074371452055,0.2908526539377083,0.8423510486611873,0.02539170730497548,0.721865768361256,0.5,0.0,11.291514473133219,1.0,0.0,0.5,0.0,37.726470579766854,172.26445286220482,12.489841711194876,13.889299507845116,1.4037273389867078,0.6019437672451243,0.20988753696291568,99.01940447881672,3.5138746039915167,36.03987792042661,1.406693009104337,low,0.0,0.4967282353042798
formula_initial,11,60011,curvature_modulated_spiral,r(theta)=a+b theta+c sin(n theta+phi),1049507.3157161535,12.169488449482527,1.0661757464674337,12.974813431753846,1985.9500055707204,3.277365710203905,821.3754443240325,28.82631767846595,0.09002190280827235,2.063401197108138,-0.5007874293212806,165.9495943904653,0.2546663189878596,0.8089280519409552,0.05759933235368993,0.3417633248611376,-0.5602179970294408,0.2987907136703365,0.32763587177199116,0.9663585265238941,0.028675337749774384,1.155853959719874,0.5636363636363636,0.0,8.0123928138945,0.2,0.9272727272727272,0.7333333333333333,0.5368421052631579,23.212225368183763,174.17251778267348,6.762468415900364,11.688222413994282,1.0376937379823006,0.27012552980541454,0.1538369744578205,74.49403382882353,1.4156625911411889,19.641306387640647,1.0467055105296972,low,0.0027415020588068164,0.588309882165625
formula_initial,12,60012,curvature_modulated_spiral,r(theta)=a+b theta+c sin(n theta+phi),1768340.3857804185,20.794717218085143,1.4216788231778463,29.563409102923384,3359.070201453303,3.5825877567773423,826.899291175513,42.818515014072254,0.10506223069717513,2.0664397805108217,-0.36471761540350034,183.58505990004056,0.1493405271581986,0.8286173333137664,0.041007433400358874,0.4284307086157704,-0.5292678498333993,0.18416223298295986,0.4200627941367674,0.7568014792733762,0.024794025059145876,1.1891155600969716,0.5,0.0,9.269305157916598,1.0,0.0,0.5,0.0,29.614510843968574,188.34483658963887,10.226113757377858,8.816282205461453,1.8979905845575433,0.5733877018362001,0.2646440957675482,156.9642663862106,4.627555864355083,35.10244979953158,2.2626170479554997,low,0.0,0.5
formula_initial,13,60013,curvature_modulated_spiral,r(theta)=a+b theta+c sin(n theta+phi),1339050.4447676807,21.894586157133794,1.2748394775038414,27.912082776723285,5277.272363427039,4.584712766010458,547.188199529448,45.901682822526595,0.08812204144654714,1.8023527861300928,3.123835479992195,135.2557221565387,0.06314456896059896,0.8623106322020471,0.05347634955094402,0.3420961106266297,-0.7995948756492653,0.15591249296880477,0.4221680108728923,0.7910120540021229,0.02463705614530554,1.1851508090556673,0.9454545454545454,0.0,20.722832813736513,0.8909090909090909,1.0,1.0,0.9016393442622951,34.764937765004994,136.47902362220614,10.455159932612201,6.587671693038937,2.1607109386469237,1.1448684313247712,0.38507080027676543,204.5155514446528,7.319761549845869,48.77306780089848,3.5005497749554952,low,0.012813327855370071,1.060774496152876
formula_initial,14,60014,curvature_modulated_spiral,r(theta)=a+b theta+c sin(n theta+phi),1580960.933309652,12.429132063518008,1.1196432229783377,13.9161934824207,4309.423468588114,2.853415093132437,673.005555086797,46.04115974560236,0.07268404084622301,1.6516603714100433,-1.977807015130702,139.64626718438282,0.31937886268557164,0.722614809292449,0.08648848595921668,0.4812779587210597,-0.34294544753065276,0.43802746926135105,0.47594853415165966,0.9399551895727634,0.030420446975505763,1.1438003012366809,0.5272727272727272,0.0,3.077535434517646,0.8363636363636363,0.21818181818181817,0.5168539325842697,0.5714285714285714,19.442055669815275,152.21440263379054,6.77800366093818,4.511521276925015,1.967868956901532,0.5071065851460713,0.32341338771731626,91.42494561373,1.137964911058595,8.325541814687517,0.8394543349221818,low,0.0014027697346361088,0.5398976548844522
formula_initial,15,60015,curvature_modulated_spiral,r(theta)=a+b theta+c sin(n theta+phi),1304386.6717788915,12.398871920103797,1.3666817842339214,16.945312398255325,2178.03217035814,3.3533366996709146,803.822831236875,49.26548043777396,0.03733222842200849,1.894575845345079,-0.3476091625484705,164.11234784704223,0.23263158624500924,0.8299142057116385,0.08703199595189902,0.5352969252089604,-0.7141591677794552,0.373012621723391,0.30400175259047224,0.8657853427779829,0.01918937372208155,1.0179063438955118,0.5,0.0,14.065322882402299,1.0,0.0,0.5,0.0,27.959011286303486,171.09484988211597,10.3511759926376,12.836822002361016,1.1179502616775354,0.3582571593168503,0.16804196803419996,99.04045861070988,2.635963819287773,33.946638320410806,1.2732678012443388,low,0.0,0.5
formula_initial,16,60016,curvature_modulated_spiral,r(theta)=a+b theta+c sin(n theta+phi),1520940.2658182962,22.721348890481224,1.1183709387008889,25.410896287197886,3050.6880287463005,2.877338180986808,813.5455646112745,35.81802912352186,0.07770410532456352,1.6702399288258662,1.3265994449964236,202.84649274410074,0.10093809104166446,0.7220414756961011,0.05090982409211159,0.5039281004020852,-0.7039399371299171,0.28410877156923087,0.3935139078378428,0.961267272316755,0.023684252589345648,0.7687101538335186,0.5,0.0,7.084396167257687,1.0,0.0,0.5,0.0,20.66396517245976,208.56459674107646,6.862090323124797,6.773542550973902,1.9087965554949051,0.35641957812028346,0.2453378111072353,121.83705520618328,3.6052132465916515,27.192624511870108,2.6269059986301238,low,0.0,0.5
formula_initial,17,60017,curvature_modulated_spiral,r(theta)=a+b theta+c sin(n theta+phi),1442442.444338762,12.508684043017452,1.064105058916894,13.310553970567899,1391.0930822450216,3.2870085758478784,676.527909399757,33.70668022081223,0.035014843416546794,2.077990218325432,-0.7309655138350002,138.7378291968957,0.3382970074338614,0.8528227219306014,0.04324470043927048,0.5024388426134389,-0.7801805627835134,0.37233351035261586,0.4023999489501606,0.8289391782958668,0.044188788565339386,0.8449873378714425,0.5,0.0,10.484155758062073,1.0,0.0,0.5,0.0,21.225570574460193,145.7907054613211,6.117494913685581,15.258195763726475,0.6084253254685958,0.1807905499632158,0.1032735522459935,91.29905729209361,1.0979297418682776,25.98047440567034,0.8973687410937402,low,0.0,0.5
formula_initial,18,60018,curvature_modulated_spiral,r(theta)=a+b theta+c sin(n theta+phi),1218968.2072566878,13.450121980460061,1.3094704717413364,17.612537574731554,4810.266596484258,3.855337762102005,837.743354794357,38.07210322987259,0.08027102922213039,2.0483421070308405,1.6595902513156036,175.95598492620923,0.17612246552245203,0.851908744903157,0.037614374967623466,0.38052889191161426,-0.48491664534109286,0.17293965781325965,0.42708000427571424,0.7445124788916077,0.02280599442955503,1.0607178419034493,0.509090909090909,0.0,5.4613669102225515,0.01818181818181818,1.0,1.0,0.5045871559633027,31.611145049519873,180.62078622886577,10.192769120336068,6.571599393809882,2.6065024038823115,0.8840567719066557,0.37560692008218155,97.51113336653619,1.723326968419862,9.518956997239117,0.8453674109921572,low,0.000287585567579657,0.511679179199126
formula_initial,19,60019,curvature_modulated_spiral,r(theta)=a+b theta+c sin(n theta+phi),1362173.913883815,23.0130724915699,1.360523355405521,31.30982260442117,4114.018202158861,2.9297805252574327,840.1473499027458,43.01446571221783,0.03992901604579009,1.485520475098902,0.8113353677294777,184.94589975592152,0.22753910043503361,0.8231978531651162,0.05478711528731553,0.3965579436309059,-0.5605957833866665,0.3521581122346221,0.44433434283881446,0.8311615332621298,0.029543202609891586,0.9762965462137878,0.5363636363636364,0.0,10.733971337870152,0.07272727272727272,1.0,1.0,0.5188679245283019,22.913719037236188,192.53946464366965,8.621739553956013,5.569668852026967,2.376332586533938,0.5409915374207156,0.32561073339206686,162.6150912093054,4.511756305134892,27.334946027293533,2.6164999979990755,low,0.001586980983075827,0.5506464652113188
