index,progress,theta_rad,x_m,y_m,width_m,alpha_dep
0,0.0,0.0,0.0005480443937447448,0.0,0.0001352557230046573,3.6153600588040427e-08
1,0.0006253908692933083,0.01801538454598849,0.0005472169022597774,1.0401642920817373e-05,0.000135255723014634,3.708307624921788e-08
2,0.0012507817385866166,0.03603076909197698,0.0005462130409259531,2.0771883638305408e-05,0.0001352557230247281,3.803644786979657e-08
3,0.001876172607879925,0.05404615363796547,0.0005450352605346868,3.110731727422425e-05,0.00013525572303494093,3.901432979273935e-08
4,0.0025015634771732333,0.07206153818395396,0.0005436860573214635,4.140468556052064e-05,0.0001352557230452739,4.0017352155195064e-08
5,0.0031269543464665416,0.09007692272994244,0.0005421679654821762,5.166087727597055e-05,0.00013525572305572844,4.1046161294551364e-08
6,0.00375234521575985,0.10809230727593094,0.0005404835497233781,6.187292826102136e-05,0.00013525572306630592,4.210142016492825e-08
7,0.004377736085053158,0.12610769182191942,0.0005386353978661626,7.203802101381083e-05,0.00013525572307700783,4.318380876437845e-08
8,0.0050031269543464665,0.14412307636790792,0.0005366261135231999,8.215348387146656e-05,0.00013525572308783565,4.4294024573070914e-08
9,0.005628517823639775,0.16213846091389642,0.0005344583088682345,9.22167897819039e-05,0.00013525572309879084,4.5432783002739616e-08
10,0.006253908692933083,0.1801538454598849,0.0005321345975170675,0.00010222555467243879,0.0001352557231098749,4.6600817857687106e-08
11,0.0068792995622263915,0.1981692300058734,0.0005296575875387155,0.00011217753542261313,0.00013525572312108935,4.779888180764024e-08
12,0.0075046904315197,0.2161846145518619,0.0005270298746150668,0.00012207062744968897,0.00013525572313243572,4.902774687276239e-08
13,0.008130081300813009,0.23419999909785036,0.0005242540353669281,0.0001319028619163039,0.00013525572314391555,5.028820492113495e-08
14,0.008755472170106316,0.25221538364383883,0.0005213326208638893,0.00014167240257078836,0.00013525572315553044,5.158106817902858e-08
15,0.009380863039399626,0.27023076818982733,0.000518268150334919,0.000151377542231625,0.00013525572316728195,5.290716975429301e-08
16,0.010006253908692933,0.28824615273581583,0.0005150631050960441,0.00016101669892847685,0.0001352557231791717,5.426736417320278e-08
17,0.010631644777986242,0.30626153728180433,0.0005117199227108721,0.0001705884117131237,0.0001352557231912013,5.5662527931104645e-08
18,0.01125703564727955,0.32427692182779283,0.0005082409913990712,0.00018009133615452206,0.0001352557232033724,5.7093560057221695e-08
19,0.011882426516572859,0.3422923063737813,0.0005046286447072493,0.00018952423953303853,0.0001352557232156867,5.856138269397793e-08
20,0.012507817385866166,0.3603076909197698,0.0005008851564559537,0.00019888599574970152,0.00013525572322814586,6.006694169121686e-08
21,0.013133208255159476,0.3783230754657583,0.0004970127359757662,0.00020817557996706749,0.00013525572324075155,6.161120721569676e-08
22,0.013758599124452783,0.3963384600117468,0.0004930135236446839,0.0002173920629989998,0.00013525572325350557,6.319517437625545e-08
23,0.014383989993746092,0.4143538445577353,0.0004888895867381618,0.0002265346054673198,0.00013525572326640958,6.48198638650474e-08
24,0.0150093808630394,0.4323692291037238,0.00048464291560234766,0.00023560245174389114,0.0001352557232794654,6.648632261526731e-08
25,0.015634771732332707,0.4503846136497122,0.00048027542016017256,0.0002445949236972618,0.00013525572329267478,6.819562447578102e-08
26,0.016260162601626018,0.4683999981957007,0.0004757889267590615,0.000253511414263487,0.0001352557233060396,6.994887090310275e-08
27,0.016885553470919325,0.4864153827416892,0.0004711851753681119,0.0002623513808612086,0.0001352557233195616,7.174719167116119e-08
28,0.017510944340212633,0.5044307672876777,0.00046646581713165303,0.00027111433867146385,0.00013525572333324265,7.359174559931331e-08
29,0.01813633520950594,0.5224461518336662,0.0004616324122851371,0.00027979985380303143,0.00013525572334708466,7.548372129907474e-08
30,0.01876172607879925,0.5404615363796547,0.0004566864284383498,0.000288407536364409,0.00013525572336108948,7.742433794004786e-08
31,0.01938711694809256,0.5584769209256432,0.0004516292392299384,0.00029693703346374056,0.00013525572337525906,7.941484603553978e-08
32,0.020012507817385866,0.5764923054716317,0.00044646212335626656,0.0003053880221581772,0.0001352557233895953,8.145652824838214e-08
33,0.020637898686679174,0.5945076900176202,0.00044118626397659936,0.0003137602023742645,0.00013525572340410022,8.355070021746032e-08
34,0.021263289555972485,0.6125230745636087,0.00043580274849562095,0.0003220532898210017,0.00013525572341877573,8.569871140550095e-08
35,0.021888680425265792,0.6305384591095972,0.000430312568723273,0.0003302670089172007,0.0001352557234336239,8.7901945968646e-08
36,0.0225140712945591,0.6485538436555857,0.0004247166214108973,0.0003384010857547149,0.0001352557234486467,9.016182364839022e-08
37,0.023139462163852407,0.6665692282015742,0.0004190157091616589,0.0003464552411189746,0.00013525572346384624,9.247980068644627e-08
38,0.023764853033145718,0.6845846127475625,0.000413210541712224,0.0003544291835880821,0.0001352557234792246,9.485737076312849e-08
39,0.024390243902439025,0.702599997293551,0.0004073017375816755,0.00036232260273147795,0.00013525572349478384,9.729606595986475e-08
40,0.025015634771732333,0.7206153818395395,0.00040128982608266623,0.00037013516242889163,0.0001352557235105261,9.979745774645187e-08
41,0.02564102564102564,0.738630766385528,0.00039517524968884024,0.0003778664943299316,0.00013525572352645354,1.0236315799369251e-07
42,0.02626641651031895,0.7566461509315165,0.00038895836675159634,0.0003855161914742628,0.00013525572354256837,1.0499482001206619e-07
43,0.02689180737961226,0.774661535477505,0.00038263945455833677,0.00039308380209185237,0.00013525572355887273,1.0769413961710326e-07
44,0.027517198248905566,0.7926769200234935,0.00037621871272342,0.00040056882360225087,0.00013525572357536892,1.1046285622214884e-07
45,0.028142589118198873,0.810692304569482,0.0003696962669021512,0.0004079706968313047,0.00013525572359205913,1.1330275395922029e-07
46,0.028767979987492184,0.8287076891154705,0.00036307217281726927,0.0004152888004630835,0.00013525572360894566,1.162156628286811e-07
47,0.029393370856785492,0.846723073661459,0.00035634642058654997,0.00042252244574413425,0.0001352557236260309,1.1920345987847151e-07
48,0.0300187617260788,0.8647384582074475,0.0003495189393393325,0.0004296708714564689,0.00013525572364331704,1.22268070413656e-07
49,0.030644152595372107,0.8827538427534359,0.0003425896021089958,0.0004367332391749365,0.0001352557236608066,1.2541146923706718e-07
50,0.031269543464665414,0.9007692272994244,0.0003355582309876623,0.0004437086288238284,0.00013525572367850184,1.2863568192184498e-07
