feature,importance
channel_width_um,0.3110648806377942
inlet_offset_ratio,0.16618683258019376
turns,0.15896746854883542
voltage_v,0.13616672006287858
velocity_um_s,0.05774362671753751
inner_radius_um,0.04273818700749499
pitch_um,0.04193748285494486
outlet_split_ratio,0.03670379339916527
log_frequency_hz,0.02683319860520707
inlet_spread_ratio,0.021657809585948293
