frequency_hz,live_re_cm,dead_re_cm,dead_minus_live
10997.694,0.8059286426336885,-4.242141421884635e-05,-0.8059710640479073
11125.201,0.8091969680688383,-4.242143220326721e-05,-0.8092393895010416
11254.187,0.8124146093041028,-4.2421450607190686e-05,-0.81245703075471
11384.669,0.8155819009606837,-4.2421469440318946e-05,-0.8156243224301241
11516.663,0.8186991936104969,-4.242148871271279e-05,-0.8187416150992096
11650.188,0.8217668529986158,-4.242150843457291e-05,-0.8218092745070504
11785.26,0.8247852592753796,-4.2421528616393726e-05,-0.824827680803996
11921.899,0.8277548062390704,-4.242154926890014e-05,-0.8277972277883393
12060.122,0.8306759005899881,-4.242157040304392e-05,-0.8307183221603911
12199.947,0.8335489611967067,-4.24215920300658e-05,-0.8335913827887368
12341.394,0.8363744183752087,-4.2421614161587315e-05,-0.8364168399893702
12484.48,0.8391527131815366,-4.242163680912859e-05,-0.8391951348183457
12629.226,0.8418842967185581,-4.2421659984978994e-05,-0.8419267183785432
12775.649,0.8445696294573448,-4.2421683701297616e-05,-0.8446120511410461
12923.77,0.8472091805736419,-4.2421707970794205e-05,-0.8472516022816127
13073.609,0.849803427299833,-4.242173280622251e-05,-0.8498458490326393
13225.185,0.8523528542927454,-4.2421758221017614e-05,-0.8523952760509664
13378.518,0.8548579530176073,-4.2421784228390925e-05,-0.8549003748018357
13533.629,0.8573192211483992,-4.2421810842463294e-05,-0.8573616429592417
13690.538,0.8597371619848087,-4.242183807709652e-05,-0.8597795838228858
13849.267,0.8621122838859469,-4.242186594693961e-05,-0.8621547057518938
14009.836,0.8644450997209351,-4.242189446684259e-05,-0.8644875216154019
14172.266,0.8667361263364454,-4.242192365181378e-05,-0.8667785482600971
14336.58,0.868985884041226,-4.2421953517615627e-05,-0.8690283059947437
14502.799,0.8711948961076085,-4.242198407979189e-05,-0.8712373180916883
14670.944,0.873363688289969,-4.2422015354861007e-05,-0.8734061103053239
14841.04,0.8754927883600658,-4.242204735922808e-05,-0.8755352104074251
15013.107,0.8775827256591654,-4.242208011010085e-05,-0.8776251477392755
15187.17,0.8796340306668271,-4.242211362478938e-05,-0.8796764527804519
15363.25,0.8816472345861935,-4.242214792112919e-05,-0.8816896567341147
15541.372,0.8836228689456167,-4.242218301729417e-05,-0.883665291128634
15721.559,0.8855614652164119,-4.242221893203511e-05,-0.8856038874353439
15903.836,0.8874635544465329,-4.242225568439379e-05,-0.8875059767022173
16088.225,0.8893296669099251,-4.242229329395995e-05,-0.8893720892032191
16274.753,0.8911603317713013,-4.242233178048073e-05,-0.8912027541030818
16463.442,0.8929560767660771,-4.242237116470773e-05,-0.8929984991372418
16654.32,0.8947174278951777,-4.2422411467526245e-05,-0.8947598503066453
16847.411,0.8964449091344248,-4.242245271032175e-05,-0.8964873315871351
17042.74,0.898139042158199,-4.2422494914913984e-05,-0.8981814646531139
17240.334,0.8998003460770552,-4.242253810380056e-05,-0.899842768615159
17440.219,0.9014293371889843,-4.242258230001357e-05,-0.9014717597712844
