class,particle_id,progress,theta_rad,lateral_m,x_m,y_m,outlet
live,0,0.5115384615384615,3.8760860924401666,-1.0800646022832107e-05,-0.0008090342095894293,-0.0007303677140044179,outer
live,0,0.5153846153846153,3.905229596894604,-1.0705364344604642e-05,-0.000787688759597013,-0.000753903070270747,outer
live,0,0.5192307692307693,3.934373101349041,-1.057710579618632e-05,-0.0007656350559205574,-0.0007767913685135496,outer
live,0,0.5230769230769231,3.9635166058034783,-1.048344540334366e-05,-0.0007429401541592499,-0.0007990594393123762,outer
live,0,0.5269230769230769,3.9926601102579156,-1.0319254623713096e-05,-0.000719550210476883,-0.000820612034727176,outer
live,0,0.5307692307692308,4.021803614712353,-1.0224980022505453e-05,-0.0006955803590192248,-0.0008415331182082562,outer
live,0,0.5346153846153846,4.050947119166791,-1.0073628959973055e-05,-0.0006709663974601453,-0.0008617094485667806,outer
live,0,0.5384615384615384,4.080090623621229,-9.901620858413116e-06,-0.0006457546955841833,-0.0008811493081747575,outer
live,0,0.5423076923076923,4.109234128075666,-9.752931697587585e-06,-0.0006199932714404546,-0.0008998704783483583,outer
live,0,0.5461538461538461,4.138377632530104,-9.627428075405884e-06,-0.0005937019584746686,-0.0009178576867055797,outer
live,0,0.55,4.167521136984542,-9.469573200607432e-06,-0.0005668715699308428,-0.0009350492510616866,outer
live,0,0.5538461538461539,4.196664641438979,-9.323217694136804e-06,-0.0005395491833891101,-0.0009514663708217714,outer
live,0,0.5576923076923077,4.225808145893417,-9.174846900862579e-06,-0.0005117503543264149,-0.0009670832789306769,outer
live,0,0.5615384615384615,4.254951650347855,-9.01952945417361e-06,-0.00048349632825390727,-0.0009818817313178747,outer
live,0,0.5653846153846154,4.2840951548022925,-8.920507609680854e-06,-0.0004548385309850558,-0.0009959054953926805,outer
live,0,0.5692307692307692,4.31323865925673,-8.774715815947248e-06,-0.00042575510345304473,-0.0010090499054675555,outer
live,0,0.573076923076923,4.342382163711168,-8.657166045320333e-06,-0.0003963024296403596,-0.0010213710799814482,outer
live,0,0.5769230769230769,4.371525668165606,-8.571623416553718e-06,-0.0003665043306113508,-0.001032862465001976,outer
live,0,0.5807692307692308,4.400669172620043,-8.45700031968292e-06,-0.0003363636485998301,-0.0010434568277046632,outer
live,0,0.5846153846153846,4.429812677074481,-8.32941134092951e-06,-0.00030591290764496963,-0.0010531591267858272,outer
live,0,0.5884615384615385,4.458956181528919,-8.172320925694875e-06,-0.00027517448303219073,-0.0010619442501385837,outer
live,0,0.5923076923076923,4.488099685983356,-8.08082368484787e-06,-0.00024419937776954715,-0.0010698958562436833,outer
live,0,0.5961538461538461,4.517243190437794,-7.94298946961371e-06,-0.00021298481366488064,-0.001076898522211951,outer
live,0,0.6,4.546386694892232,-7.843862529125484e-06,-0.00018157646202379685,-0.001083028470277078,outer
live,0,0.6038461538461538,4.5755301993466695,-7.755267298461024e-06,-0.00014999329357936867,-0.0010882526573139247,outer
live,0,0.6076923076923076,4.604673703801107,-7.5941431128424644e-06,-0.00011825093605053709,-0.001092483699728201,outer
live,0,0.6115384615384616,4.633817208255545,-7.505062781900582e-06,-8.639610939776567e-05,-0.0010958605252085227,outer
live,0,0.6153846153846154,4.662960712709983,-7.374438303752536e-06,-5.444220545874871e-05,-0.0010982669267453652,outer
live,0,0.6192307692307693,4.69210421716442,-7.261296075861139e-06,-2.2422043710822593e-05,-0.0010997589612863358,outer
live,0,0.6230769230769231,4.721247721618858,-7.126735227620291e-06,9.63897479943005e-06,-0.0011002959066772,outer
live,0,0.6269230769230769,4.750391226073296,-6.983081644667287e-06,4.1712029727896045e-05,-0.0010998889950420581,outer
live,0,0.6307692307692307,4.779534730527733,-6.84316311595089e-06,7.37697355647952e-05,-0.001098550809362114,outer
live,0,0.6346153846153846,4.808678234982171,-6.709238023277568e-06,0.00010578534094303044,-0.0010962841396912545,outer
live,0,0.6384615384615384,4.837821739436609,-6.582809431390458e-06,0.00013773229147913957,-0.0010930917760725901,outer
live,0,0.6423076923076924,4.8669652438910465,-6.455571163284365e-06,0.00016958288280842452,-0.0010889675364786546,outer
live,0,0.6461538461538462,4.896108748345484,-6.354738672619882e-06,0.0002013144714029827,-0.0010839411608809474,outer
live,0,0.65,4.925252252799922,-6.252003652357134e-06,0.00023289671708638207,-0.001077988164240856,outer
live,0,0.6538461538461539,4.9543957572543595,-6.149349569580646e-06,0.00026430294949914473,-0.0010711149291403013,outer
live,0,0.6576923076923077,4.983539261708797,-6.0444223295257475e-06,0.0002955057575995505,-0.0010633243818262608,outer
live,0,0.6615384615384615,5.012682766163235,-5.929923695943961e-06,0.00032647622895486984,-0.00105461555879199,outer
live,0,0.6653846153846154,5.041826270617673,-5.81331292173724e-06,0.0003571893801591038,-0.0010450025707745777,outer
live,0,0.6692307692307692,5.07096977507211,-5.726739198914887e-06,0.0003876295792651037,-0.0010345233141329853,outer
live,0,0.6730769230769231,5.100113279526548,-5.555702758839607e-06,0.00041773154797861866,-0.0010230785603316205,outer
live,0,0.676923076923077,5.129256783980986,-5.39285149382487e-06,0.00044749883361208805,-0.0010107653932572647,outer
live,0,0.6807692307692308,5.158400288435423,-5.290765942524161e-06,0.0004769285613196973,-0.0009976412727034198,outer
live,0,0.6846153846153846,5.187543792889861,-5.191687879670399e-06,0.0005059746775190531,-0.0009836628532670314,outer
live,0,0.6884615384615385,5.216687297344299,-5.068532520230902e-06,0.0005345997300095067,-0.0009688173989933377,outer
