stage,sample_id,spiral_dep_on,straight_dep_on,spiral_flow_only,straight_flow_only,spiral_gain,dep_gain,synergy_score,spiral_wall_loss
segmented_spiral,129,0.996875,0.934375,0.503125,0.490625,0.0625,0.4937499999999999,0.0625,0.003125
segmented_spiral,164,0.93125,0.753125,0.503125,0.465625,0.17812499999999998,0.428125,0.17812499999999998,0.0
segmented_spiral,140,0.95,0.846875,0.5,0.5,0.10312499999999991,0.44999999999999996,0.10312499999999991,0.0
