case_id,seed,geometry,dep_enabled,dep_sign,frequency_hz,turns,pitch_um,channel_width_um,voltage_v,velocity_um_s,outlet_split_ratio,correct_A_live_inner_dead_outer,correct_B_live_outer_dead_inner,target_correct,preferred_direction,live_recovery_A,dead_removal_A,wall_loss,live_final_lateral_mean_um,dead_final_lateral_mean_um,distribution_gap_um,stage,sample_id,inner_radius_um,inlet_offset_ratio,inlet_spread_ratio,dep_start_fraction,dep_end_fraction,dean_scale,optimization_score
spiral_dep_1_sign_-1_f_988.081kHz_V_17.8744_u_3311_split_0.411492,111,spiral,True,-1.0,988080.6553731601,3.80310706214402,301.31297865657706,77.62183867913217,17.87437657542774,3310.7500878310793,0.4114924830056381,0.0,1.0,1.0,B_live_outer_dead_inner,0.0,0.0,0.0,10.207258261073017,-20.270153778071535,30.477412039144554,segmented_spiral_lhs,129,533.0196444365002,-0.6667811801388245,0.17557897203002895,0.12001961051727064,0.6404174805621506,0.5575385887160442,1.106670942137006
spiral_dep_1_sign_-1_f_3469.23kHz_V_22.1492_u_1150_split_0.263542,111,spiral,True,-1.0,3469226.626309668,1.9110327630316872,155.8668497598936,169.44276929728642,22.149214077438785,1149.8495693953691,0.2635417838857527,0.03571428571428571,0.9642857142857143,0.9642857142857143,B_live_outer_dead_inner,0.07142857142857142,0.0,0.0,-33.88841317356381,-50.99266912464706,17.104255951083246,segmented_spiral_lhs,140,1909.432098739875,-0.6377999403816087,0.12185341966494895,0.3946238199872226,0.6613414343447146,1.2320412932402596,1.0241506101145057
spiral_dep_1_sign_-1_f_3178.33kHz_V_23.9141_u_1107_split_0.326899,111,spiral,True,-1.0,3178326.6441453313,8.637339556611586,295.21562578815264,201.21937240325875,23.914051019061123,1107.1989054617427,0.3268991570719272,0.2785714285714286,0.7214285714285714,0.7214285714285714,B_live_outer_dead_inner,0.0,0.5571428571428572,0.0,29.20989643948459,-19.75214777175468,48.962044211239274,segmented_spiral_lhs,77,1749.8566484450464,-0.14431692385817319,0.7018239029748371,0.4258700149355842,0.7887961439301281,0.20772265454823324,0.8927957261679089
spiral_dep_1_sign_-1_f_1721.68kHz_V_13.2391_u_556_split_0.344635,111,spiral,True,-1.0,1721679.8234257363,3.594004039734373,229.38618892793244,116.9965198855193,13.23907969318186,556.0208920024286,0.34463471241097554,0.11428571428571428,0.8214285714285714,0.8214285714285714,B_live_outer_dead_inner,0.0,0.22857142857142856,0.06428571428571428,4.649009720783276,-28.952875912054445,33.60188563283772,segmented_spiral_lhs,39,1590.2548839455333,-0.5483278789317044,0.4914196493248483,0.6109633533150245,0.8898716151128342,0.2661699215064033,0.8522494568577892
spiral_dep_1_sign_-1_f_2095.21kHz_V_12.6775_u_4660_split_0.513967,111,spiral,True,-1.0,2095213.3812818958,7.061376220945229,448.4922787160005,121.44607860933664,12.677545601688623,4660.47607063456,0.5139670820508007,0.2642857142857143,0.7357142857142858,0.7357142857142858,B_live_outer_dead_inner,0.0,0.5285714285714286,0.0,23.946017290243788,6.64663838969758,17.29937890054621,segmented_spiral_lhs,68,1784.3087869480887,-0.6235325011591227,0.8131897927244724,0.027777670203790662,0.5048262952522244,0.9721146311374166,0.7962621118661974
spiral_dep_1_sign_-1_f_3508.72kHz_V_10.6304_u_4161_split_0.477041,111,spiral,True,-1.0,3508716.8758283984,2.4362036185761835,330.8727482517168,71.05405111108274,10.630395413807843,4161.49817040331,0.477040937113705,0.2714285714285714,0.7285714285714285,0.7285714285714285,B_live_outer_dead_inner,0.2857142857142857,0.2571428571428571,0.0,1.7788177045200109,-8.356733546688126,10.135551251208136,segmented_spiral_lhs,58,1972.512583470524,-0.41728424317056406,0.7404496078018291,0.08310728311421141,0.35911909424897015,0.4504690347995837,0.764045857950657
spiral_dep_1_sign_-1_f_3136.99kHz_V_21.6888_u_3491_split_0.467611,111,spiral,True,-1.0,3136988.00818568,5.032460563972107,181.58391553989276,112.39731307090484,21.688819432243527,3490.5730217019213,0.46761108898088266,0.3357142857142857,0.6642857142857143,0.6642857142857143,B_live_outer_dead_inner,0.0,0.6714285714285714,0.0,20.834017433634617,0.2618581830069025,20.572159250627713,segmented_spiral_lhs,126,1414.2706644628302,-0.10111717248081642,0.23635700504270166,0.3479345702461831,0.7884568956117437,0.6267522909505003,0.7362882716629112
spiral_dep_1_sign_-1_f_1638.64kHz_V_6.14876_u_2027_split_0.290735,111,spiral,True,-1.0,1638638.0699710406,5.230330957155413,438.8586941469516,149.31332016540898,6.148759630788588,2027.3750146253171,0.2907350100474766,0.30714285714285716,0.6928571428571428,0.6928571428571428,B_live_outer_dead_inner,0.15714285714285714,0.45714285714285713,0.0,-23.090003507756638,-29.704814299391963,6.614810791635325,segmented_spiral_lhs,15,797.8766373264868,-0.42790764316810503,0.27450825687483754,0.15165399285330147,0.8062139626597048,0.4738845924447703,0.7160089806278664
spiral_dep_1_sign_-1_f_4916kHz_V_11.0247_u_3266_split_0.735928,111,spiral,True,-1.0,4915997.966892316,7.322726224590852,293.80302300748536,86.31283678947558,11.024694034834072,3265.625684153423,0.7359279163524148,0.37142857142857144,0.6285714285714286,0.6285714285714286,B_live_outer_dead_inner,0.7285714285714285,0.014285714285714285,0.0,13.810562111137884,0.5234057162194069,13.287156394918476,segmented_spiral_lhs,120,1744.132470323455,0.007608716362408785,0.6159900821704722,0.033251470838070875,0.26756128457552525,0.09624559708837291,0.6750764759536432
spiral_dep_1_sign_-1_f_1234.88kHz_V_16.2764_u_1177_split_0.367899,111,spiral,True,-1.0,1234881.723713953,6.68276086821419,443.924673039386,174.963956854041,16.27644738894832,1176.765434179695,0.36789936595961,0.39285714285714285,0.6071428571428571,0.6071428571428571,B_live_outer_dead_inner,0.32857142857142857,0.45714285714285713,0.0,-8.143708766313013,-26.651739540878232,18.50803077456522,segmented_spiral_lhs,97,1144.2188114589367,-0.3331350790186986,0.745965795867791,0.5161416776096872,0.6947871917299555,0.20229904489154096,0.6719209648538353
